NRO_VEC_COB;ESTADO_PDP;NRO_CUOTAS;MES;MES_1;MES_2;HORA;RESULTADOLLAMADA;DEUDA_TOTAL;ESTATUS;ACTIVACION;TIPOCONTACTO;MORA
>10;0;>48;Febrero;50.25;56.72;11;TELF. NO CORRESPONDE;5632.44;BT;2012;CNE;1
>10;0;<24, 48];Febrero;615.1;1204.94;15;MCT  Msj Con Terceros;23339.8;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;553.93;557.33;13;TELF. NO CORRESPONDE;15171.3;BT;2012;CNE;1
>10;0;<24, 48];Febrero;0;3432.44;11;TAT  Tratamiento al Titu;17773.5;BT;2012;CEF;0
<=10;0;<24, 48];Febrero;0;0;9;MCT  Msj Con Terceros;79695.9;BT;2013;CNE;1
<=10;0;>48;Febrero;630.72;632.22;7;MCF  Msj Con Familiar;15281.5;BT;2013;CNE;1
>10;0;<24, 48];Febrero;1025.32;0;11;MCS  Msj Con Secretaria;2633.15;BT;2011;CNE;0
<=10;0;<24, 48];Febrero;353.83;184.15;10;MCT  Msj Con Terceros;15106.8;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;0;437.4;11;PDP  Promesa De Pago;15373.5;BT;2013;CEF;1
>10;1;<24, 48];Febrero;480.3;0;9;PDP  Promesa De Pago;7580.3;BT;2012;CEF;1
<=10;0;>48;Febrero;0;0;16;TELF. NO CORRESPONDE;17551.9;BT;2013;CNE;1
>10;0;<=24;Febrero;457.21;165;14;CIH  Generar Cita;569.34;BT;2012;CNE;1
>10;0;<24, 48];Febrero;374.68;0;7;PDP  Promesa De Pago;3732.35;BT;2012;CEF;1
<=10;0;<=24;Febrero;0;0;12;MCT  Msj Con Terceros;1543.75;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;19;PAR  Promesa Parcial;5593.23;BT;2012;CEF;0
<=10;0;<24, 48];Febrero;0;0;19;IPT  Inbound PDP Total;20164.6;BT;2012;CEF;1
>10;0;<24, 48];Febrero;363.45;509.06;13;TELF. NO CORRESPONDE;20181.7;BT;2012;CNE;1
>10;0;<24, 48];Febrero;88.57;359.05;10;MCT  Msj Con Terceros;1539.75;BT;2010;CNE;0
<=10;0;<24, 48];Febrero;0;0;11;PAR  Promesa Parcial;5817.88;BT;2013;CEF;0
>10;0;>48;Febrero;618.19;0;9;PDP  Promesa De Pago;13542.2;BT;2012;CEF;1
<=10;0;>48;Febrero;0;0;8;PAR  Promesa Parcial;29089;BT;2011;CEF;1
<=10;0;>48;Febrero;3456.23;5243.34;11;MCT  Msj Con Terceros;58944.7;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;285.89;823.42;9;MCT  Msj Con Terceros;11319.9;BT;2013;CNE;1
>10;0;>48;Febrero;0;0;16;MCT  Msj Con Terceros;12395;BT;2011;CNE;0
>10;0;<=24;Febrero;0;0;14;TELF. NO CORRESPONDE;3014.88;BT;2012;CNE;1
<=10;0;<=24;Febrero;0;0;13;PDP  Promesa De Pago;2717.83;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;232.26;233.45;14;PDP  Promesa De Pago;5870.3;BT;2012;CEF;1
<=10;0;<=24;Febrero;0;0;15;MCT  Msj Con Terceros;1852.37;BT;2013;CNE;1
>10;0;<24, 48];Febrero;1578.54;0;19;PDP  Promesa De Pago;13160.9;BT;2012;CEF;1
>10;0;<24, 48];Febrero;493.57;0;10;MCF  Msj Con Familiar;6692.74;BT;2011;CNE;1
>10;0;<24, 48];Febrero;258.43;539.67;9;MCT  Msj Con Terceros;20661;BT;2012;CNE;1
<=10;0;>48;Febrero;258.2;791.05;8;MCF  Msj Con Familiar;62537.4;BT;2013;CNE;1
>10;0;<24, 48];Febrero;62.91;0;11;TELF. NO CORRESPONDE;11274;BT;2011;CNE;1
>10;1;<24, 48];Febrero;1682.29;0;17;MCT  Msj Con Terceros;1634.18;BT;2010;CNE;0
<=10;0;<24, 48];Febrero;0;0;11;PDP  Promesa De Pago;2029.72;BT;2013;CEF;1
<=10;0;>48;Febrero;0;0;7;PDP  Promesa De Pago;17062.6;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;1060.04;1056.79;16;MCF  Msj Con Familiar;6914.38;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;444.98;51.02;9;PDP  Promesa De Pago;7393.86;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;655.7;1762.02;11;TAT  Tratamiento al Titu;32626.1;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;33.51;0;9;MCT  Msj Con Terceros;2903.84;BT;2012;CNE;1
>10;0;>48;Febrero;0;0;11;MCF  Msj Con Familiar;38558.5;BT;2012;CNE;0
>10;0;>48;Febrero;582.45;582.39;10;MCF  Msj Con Familiar;13322.5;BT;2012;CNE;0
>10;1;>48;Febrero;0;0;10;MCT  Msj Con Terceros;6063.18;BT;2011;CNE;1
>10;0;<24, 48];Febrero;1877.59;0;13;MCF  Msj Con Familiar;20946.1;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;408.44;171.57;14;PDP  Promesa De Pago;8010.62;BT;2013;CEF;1
>10;0;<24, 48];Febrero;0;0;10;MCT  Msj Con Terceros;679.62;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;252.02;506.23;13;TELF. NO CORRESPONDE;10671.1;BT;2012;CNE;1
>10;0;<=24;Febrero;806.4;1083.2;10;MCF  Msj Con Familiar;2237.87;BT;2012;CNE;0
>10;0;<24, 48];Febrero;0;0;10;PDP  Promesa De Pago;1201.78;BT;2011;CEF;1
>10;0;<24, 48];Febrero;0;593.78;10;PDP  Promesa De Pago;5278.81;BT;2010;CEF;1
>10;0;<24, 48];Febrero;0;0;14;PDP  Promesa De Pago;1591.12;BT;2011;CEF;1
>10;0;<24, 48];Febrero;688.31;688.31;18;PDP  Promesa De Pago;2615.13;BT;2011;CEF;0
<=10;0;<24, 48];Febrero;480.56;585.09;8;PDP  Promesa De Pago;16131.9;BT;2012;CEF;0
<=10;0;<24, 48];Febrero;0;0;14;PDP  Promesa De Pago;2933.64;BT;2013;CEF;1
>10;1;<24, 48];Febrero;840.41;0;20;MCT  Msj Con Terceros;20104.7;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;277.42;323.54;13;MCT  Msj Con Terceros;8030.62;BT;2013;CNE;1
>10;0;>48;Febrero;0;0;20;RPP  Recordar Promesa;6746.34;BT;2012;CEF;0
<=10;0;<24, 48];Febrero;0;0;7;MCF  Msj Con Familiar;5335.16;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;0;0;14;PDP  Promesa De Pago;33600.2;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;2.95;884.6;12;TELF. NO CORRESPONDE;24531;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;18;MCT  Msj Con Terceros;8903.82;BT;2013;CNE;0
>10;0;<24, 48];Febrero;489.9;504.41;14;PDP  Promesa De Pago;3101.43;BT;2011;CEF;1
<=10;0;<24, 48];Febrero;1177.42;2019.56;14;MCF  Msj Con Familiar;19197.5;BT;2013;CNE;1
>10;0;<24, 48];Febrero;685.32;685.32;9;MCF  Msj Con Familiar;11969;BT;2012;CNE;1
>10;0;<24, 48];Febrero;0.22;0.22;20;MCF  Msj Con Familiar;4232;BT;2012;CNE;1
<=10;0;>48;Febrero;0;281.24;14;TAT  Tratamiento al Titu;63131.1;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;62.36;150.4;9;MCF  Msj Con Familiar;7733.54;BT;2013;CNE;1
<=10;0;>48;Febrero;116.06;109.83;10;MCT  Msj Con Terceros;2854.91;BT;2013;CNE;1
<=10;0;<=24;Febrero;0;0;12;MCF  Msj Con Familiar;1780.75;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;536.62;536.62;13;MCF  Msj Con Familiar;3539.79;BT;2013;CNE;0
<=10;0;<=24;Febrero;0;146.26;10;TELF. NO CORRESPONDE;2687.45;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;13;IPP  Inbound Promesa Par;10412.4;BT;2013;CEF;0
<=10;0;<=24;Febrero;9.89;0;17;TELF. NO CORRESPONDE;37225.1;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;366.22;0;16;TELF. NO CORRESPONDE;1073.23;BT;2010;CNE;1
<=10;0;>48;Febrero;0;0;8;PDP  Promesa De Pago;19113.7;BT;2011;CEF;1
<=10;0;<24, 48];Febrero;0.71;0;8;MCT  Msj Con Terceros;1368.74;BT;2011;CNE;0
<=10;0;>48;Febrero;1790.44;0;13;MCT  Msj Con Terceros;22276.9;BT;2013;CNE;1
>10;0;<24, 48];Febrero;517.19;1035.96;17;PDP  Promesa De Pago;8667.53;BT;2011;CEF;1
>10;0;<24, 48];Febrero;0;0;15;MCT  Msj Con Terceros;2880.2;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;0;0;17;MCF  Msj Con Familiar;992.02;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;0;0;18;MCF  Msj Con Familiar;35678.6;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;0;0;16;TELF. NO CORRESPONDE;18155.7;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;7;PDP  Promesa De Pago;7036.6;BT;2013;CEF;1
<=10;0;>48;Febrero;787.19;388.4;15;PDP  Promesa De Pago;11415.6;BT;2013;CEF;1
>10;0;>48;Febrero;958.1;880.35;12;MCC  Msj Con Comp De Trab;55337.5;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;0;0;10;MCF  Msj Con Familiar;5306.4;BT;2013;CNE;1
<=10;0;>48;Febrero;0;0;19;PDP  Promesa De Pago;13341.2;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;0;0;9;TAT  Tratamiento al Titu;5403.23;BT;2013;CEF;0
>10;0;<24, 48];Febrero;0.5;0;19;MCT  Msj Con Terceros;5048.53;BT;2012;CNE;1
<=10;0;>48;Febrero;14.56;1457.48;10;TELF. NO CORRESPONDE;47750.7;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;240.96;0;12;PDP  Promesa De Pago;1887.78;BT;2011;CEF;1
>10;0;<24, 48];Febrero;0.43;589.19;8;PDP  Promesa De Pago;4540.78;BT;2011;CEF;1
<=10;0;>48;Febrero;3362.27;0;8;MCF  Msj Con Familiar;23206.3;BT;2012;CNE;0
>10;0;<24, 48];Febrero;487.41;734.38;10;TELF. NO CORRESPONDE;2804.43;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;0;251.41;17;MCT  Msj Con Terceros;4887.06;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;305.21;766;7;TAT sin contacto con Titular;1290.15;BT;2011;CNE;0
<=10;0;>48;Febrero;0;0;14;MCT  Msj Con Terceros;8783.67;BT;2013;CNE;1
<=10;0;>48;Febrero;0;0;15;MCT  Msj Con Terceros;17483.9;BT;2013;CNE;1
<=10;0;>48;Febrero;0;330.82;10;PDP  Promesa De Pago;7830.16;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;0;0;16;MCT  Msj Con Terceros;3022.78;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;2226.85;1203.38;16;MCE  Msj Con Empleada;34530.6;BT;2013;CNE;1
>10;0;>48;Febrero;0;0;15;MCT  Msj Con Terceros;47246;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;308.86;312.91;12;PDP  Promesa De Pago;27129.2;BT;2013;CEF;1
>10;0;<24, 48];Febrero;740.13;0.53;12;MCT  Msj Con Terceros;17048;BT;2012;CNE;1
>10;0;<24, 48];Febrero;0;0;17;PDP  Promesa De Pago;9845.34;BT;2011;CEF;1
>10;0;<24, 48];Febrero;0;700.92;13;MCT  Msj Con Terceros;14643.7;BT;2012;CNE;1
<=10;0;>48;Febrero;0;301.06;15;TAT  Tratamiento al Titu;10902.8;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;451.81;449.29;9;MCF  Msj Con Familiar;3779.86;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;0;0;14;TELF. NO CORRESPONDE;2576.16;BT;2011;CNE;1
<=10;0;>48;Febrero;0;0;7;MCE  Msj Con Empleada;21102.3;BT;2012;CNE;0
>10;0;<24, 48];Febrero;0;0;19;TELF. NO CORRESPONDE;2888.07;BT;2010;CNE;0
>10;0;<24, 48];Febrero;0;1962.63;16;PDP  Promesa De Pago;32257.2;BT;2012;CEF;1
>10;0;<24, 48];Febrero;190.73;89.22;14;MCT  Msj Con Terceros;2943.04;BT;2011;CNE;0
>10;0;<24, 48];Febrero;0;0;8;TAT  Tratamiento al Titu;22296.5;BT;2011;CEF;0
<=10;0;<24, 48];Febrero;0;0;13;MCF  Msj Con Familiar;15930.3;BT;2012;CNE;0
<=10;0;<=24;Febrero;0;0;9;RPP  Recordar Promesa;19197.1;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;0;0;14;TELF. NO CORRESPONDE;10520.8;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;241.49;236.18;13;PDP  Promesa De Pago;4549.39;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;307.6;2.29;13;PAR  Promesa Parcial;16380.4;BT;2012;CEF;1
>10;0;<24, 48];Febrero;177.69;355.85;9;TELF. NO CORRESPONDE;1004.54;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;0;231.85;9;TELF. NO CORRESPONDE;5737.77;BT;2013;CNE;1
>10;0;>48;Febrero;0;0;9;MCF  Msj Con Familiar;8982.98;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;1699.43;2561.64;7;TAT  Tratamiento al Titu;16486.4;BT;2012;CEF;1
>10;0;>48;Febrero;0;0;14;MCT  Msj Con Terceros;8950.87;BT;2011;CNE;1
>10;0;<24, 48];Febrero;0;0;9;MCT  Msj Con Terceros;6054.33;BT;2011;CNE;1
<=10;0;>48;Febrero;244.43;588.79;9;MCT  Msj Con Terceros;8516.9;BT;2013;CNE;1
>10;0;<24, 48];Febrero;1008.33;2046.9;15;TAT  Tratamiento al Titu;19176;BT;2012;CEF;1
<=10;0;>48;Febrero;1979.67;1979.67;10;MCT  Msj Con Terceros;79489;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;414.26;833.86;20;MCF  Msj Con Familiar;9279.25;BT;2013;CNE;0
>10;0;>48;Febrero;0;0;13;PDP  Promesa De Pago;18988.6;BT;2011;CEF;1
>10;0;<24, 48];Febrero;272;548.65;16;MCF  Msj Con Familiar;1344.44;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;2056.23;1036;11;MCT  Msj Con Terceros;19387.6;BT;2011;CNE;1
>10;0;<24, 48];Febrero;0;0;15;PDP  Promesa De Pago;23078.6;BT;2012;CEF;1
>10;0;<24, 48];Febrero;445.07;0;11;MCS  Msj Con Secretaria;9483.94;BT;2012;CNE;1
<=10;1;<24, 48];Febrero;48.19;225.77;15;MCT  Msj Con Terceros;6921.28;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;229.9;270.26;7;TAT  Tratamiento al Titu;9776;BT;2012;CEF;1
>10;0;<24, 48];Febrero;1558.49;0;14;RPP  Recordar Promesa;2918.27;BT;2011;CEF;1
>10;0;<24, 48];Febrero;11.6;0;16;TAT  Tratamiento al Titu;5696.02;BT;2011;CEF;1
<=10;0;<24, 48];Febrero;0;0;10;TELF. NO CORRESPONDE;15263.2;BT;2012;CNE;1
<=10;0;<=24;Febrero;0;0;18;MCT  Msj Con Terceros;874.27;BT;2014;CNE;1
<=10;0;<24, 48];Febrero;0;0;8;PDP  Promesa De Pago;20445.9;BT;2013;CEF;1
>10;0;>48;Febrero;449.4;0;12;PDP  Promesa De Pago;14301.2;BT;2011;CEF;1
>10;0;<=24;Febrero;1040.14;164.05;16;MCF  Msj Con Familiar;2755.77;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;0;0;7;CIH  Generar Cita;3689.61;BT;2013;CNE;1
<=10;0;>48;Febrero;0;0;11;TELF. NO CORRESPONDE;19437.4;BT;2012;CNE;0
<=10;0;>48;Febrero;0;66.67;8;TELF. NO CORRESPONDE;10070.9;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;0;0;15;MCF  Msj Con Familiar;12241;BT;2012;CNE;1
>10;0;<24, 48];Febrero;0;0;11;MCF  Msj Con Familiar;623.06;BT;2011;CNE;1
>10;0;>48;Febrero;49.8;141.74;15;MCT  Msj Con Terceros;9561.76;BT;2012;CNE;1
<=10;0;>48;Febrero;311.37;0;7;MCT  Msj Con Terceros;4184.26;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;174.15;162.74;11;MCT  Msj Con Terceros;4208.82;BT;2012;CNE;1
<=10;0;<=24;Febrero;0;0;15;MCT  Msj Con Terceros;1899.59;BT;2012;CNE;1
>10;0;<24, 48];Febrero;144.72;141.59;10;TELF. NO CORRESPONDE;1237.62;BT;2010;CNE;1
<=10;0;<24, 48];Febrero;0.42;536.31;15;MCT  Msj Con Terceros;10602.1;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;194.52;255.37;16;MCO  Msj Con Conyuge;5465.85;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;250.66;249.55;7;MCT  Msj Con Terceros;3690.17;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;807.41;808.62;7;MCT  Msj Con Terceros;18299.5;BT;2013;CNE;1
<=10;0;>48;Febrero;0;0;9;PDP  Promesa De Pago;656.67;BT;2012;CEF;1
<=10;0;>48;Febrero;0;0;12;PDP  Promesa De Pago;23707.3;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;2062.52;3104.88;15;MCF  Msj Con Familiar;32307;BT;2013;CNE;1
>10;0;>48;Febrero;1814.56;906.38;15;TAT  Tratamiento al Titu;15665.9;BT;2011;CEF;1
<=10;0;<24, 48];Febrero;211.69;0;7;MCF  Msj Con Familiar;24319.7;BT;2013;CNE;1
>10;0;>48;Febrero;0;362.89;8;MCT  Msj Con Terceros;12403;BT;2011;CNE;1
>10;0;>48;Febrero;0;0;7;PDP  Promesa De Pago;1054.33;BT;2010;CEF;1
>10;0;<24, 48];Febrero;0;396.12;11;MCT  Msj Con Terceros;4315.41;BT;2011;CNE;1
<=10;0;>48;Febrero;0;0;14;TELF. NO CORRESPONDE;6509.04;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;0;0;9;MCV  Msj Con Vecino;12786.1;BT;2012;CNE;1
>10;0;<24, 48];Febrero;121.25;119.28;7;MCT  Msj Con Terceros;704.26;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;0;0;11;MCT  Msj Con Terceros;1970.24;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;0;0;14;MCT  Msj Con Terceros;19613.4;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;783.82;8;PDP  Promesa De Pago;21334.9;BT;2013;CEF;1
<=10;0;>48;Febrero;1066.89;1066.89;8;TAT sin contacto con Titular;39712.7;BT;2012;CNE;1
>10;0;<24, 48];Febrero;264.79;134.99;9;MCE  Msj Con Empleada;16521.5;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;0;0;9;MCF  Msj Con Familiar;17864.1;BT;2013;CNE;1
>10;0;<24, 48];Febrero;256.95;257.11;10;PDP  Promesa De Pago;3606.13;BT;2012;CEF;1
<=10;0;<=24;Febrero;0;0;16;MCT  Msj Con Terceros;6147.68;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;0;0;11;MCT  Msj Con Terceros;36445.9;BT;2013;CNE;0
<=10;0;<=24;Febrero;0;250.88;15;MCT  Msj Con Terceros;2568.3;BT;2013;CNE;1
>10;0;>48;Febrero;0;509.28;15;MCC  Msj Con Comp De Trab;13118.5;BT;2012;CNE;1
>10;0;<24, 48];Febrero;254.51;72.35;15;TELF. NO CORRESPONDE;2308.26;BT;2011;CNE;1
<=10;0;>48;Febrero;2346.76;4034.42;15;PDP  Promesa De Pago;69116.9;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;0;0;9;MCF  Msj Con Familiar;22559.5;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;9;MCT  Msj Con Terceros;11639.9;BT;2013;CNE;1
<=10;1;<=24;Febrero;0;0;15;MCF  Msj Con Familiar;3386.43;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;388.66;16;TELF. NO CORRESPONDE;8232.63;BT;2012;CNE;1
<=10;0;>48;Febrero;177.92;0;12;MCT  Msj Con Terceros;73019.9;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;0;0;7;PDP  Promesa De Pago;11314.6;BT;2012;CEF;1
>10;0;<24, 48];Febrero;0;0;18;PDP  Promesa De Pago;15293.6;BT;2012;CEF;0
<=10;0;<=24;Febrero;864.14;864.14;10;MCT  Msj Con Terceros;849.22;BT;2014;CNE;1
<=10;0;<24, 48];Febrero;0;0;18;MCF  Msj Con Familiar;11370.2;BT;2013;CNE;0
>10;0;<24, 48];Febrero;307.89;307.9;11;TELF. NO CORRESPONDE;2951.88;BT;2011;CNE;1
>10;0;<24, 48];Febrero;0;376.76;8;PDP  Promesa De Pago;1844.39;BT;2011;CEF;1
<=10;0;<=24;Febrero;703.52;0;8;MCF  Msj Con Familiar;2729.39;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;335.99;358.13;11;MCT  Msj Con Terceros;8399.12;BT;2013;CNE;1
>10;0;<24, 48];Febrero;0;0;17;MCT  Msj Con Terceros;7547.44;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;323.09;516.43;13;MCT  Msj Con Terceros;14678.5;BT;2013;CNE;1
>10;0;<24, 48];Febrero;0;0;8;PDP  Promesa De Pago;3557.04;BT;2012;CEF;1
>10;0;<24, 48];Febrero;0;0;7;MCT  Msj Con Terceros;6998.74;BT;2012;CNE;1
>10;0;<24, 48];Febrero;216.72;439.09;13;MCT  Msj Con Terceros;2914.68;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;0;0;14;MCF  Msj Con Familiar;9910.23;BT;2013;CNE;0
>10;0;<24, 48];Febrero;0;0;11;MCT  Msj Con Terceros;7554.33;BT;2010;CNE;1
<=10;0;<24, 48];Febrero;0;0;13;PDP  Promesa De Pago;11128.4;BT;2011;CEF;1
<=10;0;<24, 48];Febrero;0;0;9;MCT  Msj Con Terceros;17694.2;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;9;PDP  Promesa De Pago;20755.3;BT;2012;CEF;1
>10;0;<24, 48];Febrero;170.93;171.2;8;PDP  Promesa De Pago;825.87;BT;2011;CEF;1
>10;0;<24, 48];Febrero;131.35;640.19;10;MCT  Msj Con Terceros;7487.1;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;2038.72;0;12;MCF  Msj Con Familiar;22222.8;BT;2013;CNE;0
>10;0;<24, 48];Febrero;0;0;7;MCF  Msj Con Familiar;8367.66;BT;2011;CNE;1
<=10;0;<=24;Febrero;2757.11;2755.22;13;MCF  Msj Con Familiar;9580.59;BT;2013;CNE;0
<=10;0;<=24;Febrero;0;0;7;PAR  Promesa Parcial;8924.91;BT;2013;CEF;0
>10;0;<24, 48];Febrero;659.77;208.33;14;MCF  Msj Con Familiar;7211.37;BT;2010;CNE;1
>10;0;>48;Febrero;100.54;326.14;18;MCF  Msj Con Familiar;4694.68;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;0;0;17;PDP  Promesa De Pago;5702.27;BT;2013;CEF;0
<=10;0;<=24;Febrero;0;0;11;PAR  Promesa Parcial;848.13;BT;2013;CEF;0
>10;0;>48;Febrero;467.04;469.12;9;MCT  Msj Con Terceros;8975.97;BT;2011;CNE;1
>10;0;>48;Febrero;39.42;90.75;9;MCT  Msj Con Terceros;9577.01;BT;2011;CNE;1
<=10;0;<=24;Febrero;0;0;14;TAT  Tratamiento al Titu;1435.83;BT;2012;CEF;1
<=10;0;<=24;Febrero;549.69;262.05;12;MCT  Msj Con Terceros;14767;BT;2013;CNE;1
>10;0;>48;Febrero;0;0;12;PDP  Promesa De Pago;18649.4;BT;2012;CEF;1
>10;0;>48;Febrero;1478.6;651.35;17;MCT  Msj Con Terceros;40970.7;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;226.31;227.05;9;TELF. NO CORRESPONDE;4285.14;BT;2013;CNE;1
<=10;0;<=24;Febrero;1243.52;1875.48;10;MCT  Msj Con Terceros;5032.1;BT;2013;CNE;1
>10;0;>48;Febrero;0;0;16;TELF. NO CORRESPONDE;5492.11;BT;2011;CNE;0
<=10;0;<24, 48];Febrero;363.6;363.6;19;PDP  Promesa De Pago;8650.55;BT;2013;CEF;1
<=10;1;>48;Febrero;0;0;11;MCT  Msj Con Terceros;44067.8;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;0;0;17;TAT sin contacto con Titular;13208.3;BT;2013;CNE;1
>10;0;<24, 48];Febrero;328.99;329.31;8;TELF. NO CORRESPONDE;7243.17;BT;2012;CNE;1
<=10;0;<=24;Febrero;0;0;8;PDP  Promesa De Pago;5052.07;BT;2013;CEF;1
>10;0;<24, 48];Febrero;0;47.65;16;MCT  Msj Con Terceros;3627.62;BT;2012;CNE;1
>10;0;<24, 48];Febrero;1418.2;824.22;8;PDP  Promesa De Pago;30056.5;BT;2011;CEF;1
<=10;0;<=24;Febrero;400.41;0;13;MCT  Msj Con Terceros;1041.47;BT;2013;CNE;0
>10;0;>48;Febrero;1273.48;651.72;7;MCT  Msj Con Terceros;15706.9;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;249.08;0;7;PDP  Promesa De Pago;4717.19;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;0;364.41;7;MCT  Msj Con Terceros;7350.91;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;9;MCT  Msj Con Terceros;11209.5;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;15;PDP  Promesa De Pago;8093.83;BT;2011;CEF;1
>10;0;>48;Febrero;978.68;0;15;CAN  Cliente Cancelo;22032.8;BT;2010;CNE;1
<=10;0;<24, 48];Febrero;568.29;545.04;11;PDP  Promesa De Pago;16373.2;BT;2013;CEF;1
>10;0;<24, 48];Febrero;1103.49;1660.56;20;MCT  Msj Con Terceros;12518.8;BT;2012;CNE;1
>10;1;>48;Febrero;0;0;18;PAR  Promesa Parcial;20818.8;BT;2012;CEF;0
>10;0;<24, 48];Febrero;3386.48;0;15;TELF. NO CORRESPONDE;24822.9;BT;2011;CNE;1
<=10;0;<=24;Febrero;0;0;8;MCT  Msj Con Terceros;1705.13;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;311.83;0;19;MCO  Msj Con Conyuge;6209.81;BT;2013;CEF;1
>10;0;<24, 48];Febrero;194.18;104.51;7;MCT  Msj Con Terceros;5856.53;BT;2011;CNE;1
<=10;0;>48;Febrero;0;0;13;PDP  Promesa De Pago;10953.7;BT;2013;CEF;1
<=10;0;<=24;Febrero;0;0;8;PDP  Promesa De Pago;2598.89;BT;2013;CEF;1
>10;0;>48;Febrero;368.04;0;11;TELF. NO CORRESPONDE;11327.5;BT;2011;CNE;1
<=10;0;>48;Febrero;0.42;762.9;11;MCT  Msj Con Terceros;26608.1;BT;2012;CNE;1
>10;0;<24, 48];Febrero;0;463.79;7;MCF  Msj Con Familiar;2385.11;BT;2010;CNE;1
<=10;0;<=24;Febrero;0;0;10;MCT  Msj Con Terceros;2501.66;BT;2012;CNE;1
<=10;0;<=24;Febrero;1057.09;0;19;TAT  Tratamiento al Titu;1054.86;BT;2013;CEF;0
>10;0;<24, 48];Febrero;1780.96;2686.17;9;MCF  Msj Con Familiar;16799.6;BT;2011;CNE;1
>10;0;<24, 48];Febrero;1.35;549.12;11;TELF. NO CORRESPONDE;3956.04;BT;2010;CNE;1
<=10;0;<24, 48];Febrero;760.68;798.64;10;PDP  Promesa De Pago;23075.4;BT;2013;CEF;1
