edad;trabajo;est.civ;educacion;mora;balance;vivienda;prestamo;contacto;dia;mes;duracion;campana;pdias;previo;presultado;suscrito
24;Obrero;Soltero;secundaria;no;174;si;si;celular;18;Mayo;487;1;-1;0;desconocido;si
46;Ejecutivo;Casado;secundaria;no;12186;no;no;desconocido;20;Junio;29;3;-1;0;desconocido;no
35;Independientes;Casado;secundaria;no;524;si;no;celular;21;Noviembre;484;4;-1;0;desconocido;no
35;Obrero;Soltero;Superior;no;0;si;no;celular;21;Julio;262;4;-1;0;desconocido;no
34;Tecnico;Casado;secundaria;no;4;si;no;desconocido;15;Mayo;644;1;-1;0;desconocido;no
35;Emple_hogar;Casado;Superior;no;11219;no;no;celular;12;Agosto;699;2;79;1;fracaso;no
38;Tecnico;Soltero;Superior;no;0;no;no;celular;28;Agosto;247;2;-1;0;desconocido;no
50;Obrero;Casado;primaria;no;5776;no;no;celular;18;Noviembre;49;3;-1;0;desconocido;no
51;Obrero;Divorciado;primaria;no;37;si;no;celular;13;Mayo;341;1;-1;0;desconocido;no
59;Independientes;Casado;Superior;no;593;no;no;desconocido;13;Mayo;64;2;-1;0;desconocido;no
32;Obrero;Casado;secundaria;no;1148;si;no;celular;20;abril;121;1;-1;0;desconocido;no
37;Obrero;Soltero;secundaria;no;3561;si;no;desconocido;2;Junio;98;1;-1;0;desconocido;no
42;admin.;Divorciado;secundaria;no;63;no;no;desconocido;16;Mayo;88;6;-1;0;desconocido;no
40;Estudiante;Casado;secundaria;no;260;no;no;desconocido;20;Junio;197;6;-1;0;desconocido;no
28;Tecnico;Soltero;Superior;no;2269;si;no;desconocido;9;Mayo;331;1;-1;0;desconocido;no
47;admin.;Casado;secundaria;no;1060;si;no;desconocido;6;Junio;83;3;-1;0;desconocido;no
27;Independientes;Casado;secundaria;no;-220;si;no;desconocido;26;Mayo;138;2;-1;0;desconocido;no
41;Ejecutivo;Casado;Superior;no;49;si;no;celular;17;Julio;312;5;-1;0;desconocido;no
34;admin.;Casado;Superior;no;69;no;si;celular;4;Agosto;120;3;1;6;éxito;si
50;Obrero;Casado;primaria;no;4108;si;no;celular;7;Agosto;526;2;-1;0;desconocido;si
47;Obrero;Casado;secundaria;no;480;si;no;desconocido;28;Mayo;211;2;-1;0;desconocido;no
53;Servis;Casado;secundaria;no;4994;no;no;celular;18;Agosto;62;6;-1;0;desconocido;no
53;Tecnico;Divorciado;secundaria;no;0;si;si;celular;15;Julio;135;5;-1;0;desconocido;no
47;Ejecutivo;Casado;Superior;no;3681;no;no;celular;14;Agosto;101;2;-1;0;desconocido;no
49;empresario;Divorciado;desconocido;si;-701;si;no;celular;30;Julio;988;2;-1;0;desconocido;si
29;Ejecutivo;Casado;Superior;no;451;no;no;celular;28;Enero;451;1;-1;0;desconocido;no
45;Obrero;Divorciado;primaria;no;-311;si;no;desconocido;23;Mayo;1030;1;-1;0;desconocido;si
38;empresario;Casado;secundaria;no;593;si;si;celular;24;Julio;1484;24;-1;0;desconocido;si
32;Obrero;Casado;secundaria;no;759;si;no;celular;9;abril;317;5;-1;0;desconocido;si
70;Retirado;Divorciado;primaria;no;4531;no;no;celular;18;Mayo;445;1;-1;0;desconocido;no
65;Retirado;Divorciado;primaria;no;1840;no;no;celular;1;Junio;383;2;188;5;fracaso;no
56;Obrero;Casado;secundaria;no;345;si;no;teléfono;22;Julio;605;1;-1;0;desconocido;no
35;Obrero;Casado;secundaria;no;1287;si;no;celular;14;Julio;330;2;-1;0;desconocido;no
56;Ejecutivo;Casado;desconocido;no;353;no;si;celular;25;Julio;171;2;-1;0;desconocido;no
56;Tecnico;Casado;secundaria;no;205;no;si;celular;23;Julio;442;2;-1;0;desconocido;no
49;empresario;Casado;secundaria;no;687;si;no;celular;17;abril;772;1;-1;0;desconocido;si
38;Desempleado;Casado;primaria;no;1147;si;si;desconocido;8;Mayo;249;5;-1;0;desconocido;no
35;Ejecutivo;Casado;Superior;no;4286;si;no;desconocido;9;Mayo;357;1;-1;0;desconocido;no
38;admin.;Casado;Superior;no;605;no;no;celular;18;Noviembre;147;2;-1;0;desconocido;no
49;Obrero;Casado;secundaria;no;8545;si;si;celular;6;Mayo;199;7;167;1;fracaso;no
55;Ejecutivo;Casado;desconocido;no;559;no;no;celular;28;Enero;271;2;-1;0;desconocido;no
43;Obrero;Soltero;primaria;no;2;si;no;celular;30;Julio;783;3;-1;0;desconocido;no
43;Ejecutivo;Casado;Superior;no;2;no;si;celular;20;Agosto;472;2;-1;0;desconocido;no
25;admin.;Soltero;Superior;no;760;si;no;celular;27;Mayo;223;3;89;2;fracaso;si
30;Obrero;Casado;primaria;no;1317;si;no;desconocido;21;Mayo;395;2;-1;0;desconocido;no
46;Obrero;Casado;secundaria;no;182;no;no;celular;4;Febrero;56;1;-1;0;desconocido;no
50;admin.;Casado;primaria;no;276;no;si;desconocido;17;Junio;641;6;-1;0;desconocido;no
35;empresario;Casado;secundaria;no;2971;no;no;celular;4;Mayo;429;4;164;2;fracaso;si
26;Desempleado;Soltero;secundaria;no;1064;no;no;desconocido;31;Mayo;113;1;-1;0;desconocido;no
45;admin.;Casado;desconocido;no;1783;no;no;desconocido;20;Junio;11;11;-1;0;desconocido;no
37;Obrero;Casado;secundaria;no;-67;no;no;celular;2;Febrero;157;1;-1;0;desconocido;no
60;Independientes;Soltero;Superior;no;179;no;si;celular;29;Julio;79;4;-1;0;desconocido;no
38;Ejecutivo;Casado;Superior;no;1199;no;no;celular;4;Agosto;178;1;1;1;éxito;si
47;Obrero;Casado;primaria;no;214;si;si;desconocido;9;Junio;168;1;-1;0;desconocido;no
33;Tecnico;Casado;secundaria;no;6699;no;no;celular;9;Noviembre;425;1;462;1;fracaso;no
51;Desempleado;Casado;secundaria;no;1760;no;si;celular;19;Noviembre;162;1;-1;0;desconocido;no
35;empresario;Soltero;Superior;no;145;si;no;celular;18;Julio;799;2;-1;0;desconocido;si
35;Desempleado;Casado;secundaria;no;978;no;no;celular;29;Diciembre;1370;3;209;3;éxito;si
48;admin.;Soltero;secundaria;no;1150;si;no;desconocido;28;Mayo;357;1;-1;0;desconocido;no
37;admin.;Casado;secundaria;no;121;no;no;celular;22;Julio;22;6;-1;0;desconocido;no
29;Tecnico;Soltero;Superior;no;828;si;no;celular;16;abril;215;3;321;3;otro;no
34;admin.;Casado;secundaria;no;244;si;no;celular;31;Julio;56;4;-1;0;desconocido;no
32;Servis;Casado;primaria;no;228;si;no;celular;21;Julio;1017;6;-1;0;desconocido;si
30;Ejecutivo;Soltero;Superior;no;424;no;no;celular;16;abril;298;4;-1;0;desconocido;si
47;Ejecutivo;Divorciado;Superior;no;447;no;si;desconocido;7;Mayo;126;1;-1;0;desconocido;no
33;Obrero;Casado;primaria;no;-195;no;no;desconocido;20;Setiembre;9;1;-1;0;desconocido;no
33;Ejecutivo;Soltero;Superior;no;1410;si;no;celular;5;Febrero;8;1;254;5;fracaso;no
63;Retirado;Casado;primaria;no;1084;no;no;celular;14;Octubre;201;1;183;1;éxito;no
51;Independientes;Divorciado;primaria;no;10924;no;no;celular;6;Mayo;106;2;-1;0;desconocido;no
41;Ejecutivo;Casado;Superior;no;832;si;si;celular;21;Noviembre;164;1;176;1;fracaso;no
56;Retirado;Casado;Superior;no;478;no;no;celular;5;Febrero;97;1;-1;0;desconocido;no
60;Ejecutivo;Soltero;Superior;no;0;no;si;celular;23;Julio;151;1;-1;0;desconocido;no
41;Independientes;Soltero;Superior;no;3950;si;no;desconocido;30;Mayo;96;2;-1;0;desconocido;no
37;Ejecutivo;Soltero;desconocido;no;504;si;no;celular;16;abril;555;1;-1;0;desconocido;no
36;Obrero;Soltero;secundaria;no;219;si;si;celular;11;Mayo;270;2;347;1;fracaso;no
57;Ejecutivo;Casado;Superior;no;1602;no;no;celular;29;Julio;339;3;-1;0;desconocido;no
55;Ejecutivo;Casado;primaria;no;2587;no;no;celular;4;Setiembre;328;2;94;2;éxito;si
44;admin.;Casado;secundaria;no;0;si;si;desconocido;16;Mayo;159;1;-1;0;desconocido;no
47;Independientes;Casado;Superior;no;2303;si;no;celular;6;Mayo;323;2;364;1;fracaso;no
31;Obrero;Casado;secundaria;no;1660;si;no;celular;20;abril;342;1;-1;0;desconocido;no
35;Ejecutivo;Casado;Superior;si;32;si;no;celular;21;Noviembre;180;1;-1;0;desconocido;no
39;Ejecutivo;Casado;Superior;no;278;no;si;celular;28;Julio;60;3;-1;0;desconocido;no
50;Ejecutivo;Casado;Superior;no;4;no;no;celular;17;Noviembre;223;1;96;2;fracaso;no
29;Ejecutivo;Casado;Superior;no;318;si;no;celular;18;Mayo;1434;2;356;4;fracaso;no
30;Servis;Soltero;secundaria;no;209;si;no;desconocido;6;Mayo;30;2;-1;0;desconocido;no
46;Servis;Casado;secundaria;no;271;si;no;desconocido;16;Mayo;134;4;-1;0;desconocido;no
27;Ejecutivo;Soltero;desconocido;no;3196;no;no;celular;9;Febrero;10;2;-1;0;desconocido;no
48;admin.;Divorciado;secundaria;no;4099;no;no;celular;2;abril;397;2;-1;0;desconocido;si
26;Estudiante;Soltero;secundaria;no;2572;si;no;celular;5;Mayo;620;1;-1;0;desconocido;no
36;Ejecutivo;Soltero;Superior;no;339;no;no;celular;21;Noviembre;6;6;-1;0;desconocido;no
42;Obrero;Casado;primaria;no;0;si;si;celular;7;Mayo;209;2;-1;0;desconocido;no
50;Emple_hogar;Casado;primaria;no;395;si;no;desconocido;15;Mayo;419;2;-1;0;desconocido;no
49;Obrero;Casado;secundaria;no;2039;si;no;celular;18;Noviembre;283;2;-1;0;desconocido;no
45;Ejecutivo;Casado;Superior;no;5450;no;no;celular;8;Agosto;188;2;-1;0;desconocido;no
23;Estudiante;Soltero;secundaria;no;780;no;no;celular;16;Setiembre;267;1;-1;0;desconocido;no
38;Tecnico;Soltero;secundaria;no;0;si;no;celular;7;abril;196;2;-1;0;desconocido;no
32;Ejecutivo;Soltero;Superior;no;8436;si;no;celular;17;abril;245;1;149;2;fracaso;no
60;Tecnico;Soltero;primaria;no;11262;no;no;celular;26;Agosto;323;1;-1;0;desconocido;si
30;empresario;Casado;secundaria;no;946;si;no;celular;19;Noviembre;1065;1;183;1;otro;no
58;Emple_hogar;Casado;Superior;no;497;no;no;desconocido;11;Junio;138;5;-1;0;desconocido;no
60;Retirado;Casado;primaria;no;55;no;no;celular;4;Junio;207;1;-1;0;desconocido;no
38;Servis;Casado;secundaria;no;-140;no;no;desconocido;25;Junio;456;3;-1;0;desconocido;no
51;Tecnico;Casado;secundaria;no;-379;si;no;celular;5;Agosto;261;1;-1;0;desconocido;no
42;admin.;Casado;secundaria;no;-396;si;no;celular;11;Mayo;80;1;308;4;fracaso;no
30;Servis;Soltero;secundaria;no;0;si;no;celular;18;Mayo;131;6;363;9;fracaso;no
40;Ejecutivo;Casado;primaria;no;733;si;no;desconocido;6;Junio;94;7;-1;0;desconocido;no
37;Ejecutivo;Casado;Superior;no;393;si;no;celular;14;Mayo;567;3;275;4;fracaso;si
53;Tecnico;Divorciado;primaria;no;7290;si;no;desconocido;30;Mayo;153;1;-1;0;desconocido;no
27;Servis;Soltero;secundaria;no;468;si;no;celular;13;Mayo;109;1;-1;0;desconocido;no
39;Obrero;Casado;secundaria;no;0;si;no;celular;30;abril;53;1;325;1;fracaso;no
39;Obrero;Casado;primaria;no;3705;si;no;desconocido;16;Junio;77;1;-1;0;desconocido;no
59;Retirado;Casado;Superior;no;9676;no;no;teléfono;27;Marzo;234;2;-1;0;desconocido;si
37;Servis;Casado;secundaria;no;1328;si;no;teléfono;13;Mayo;121;2;341;4;fracaso;no
41;Obrero;Casado;primaria;no;8;si;no;celular;15;Julio;155;2;-1;0;desconocido;no
45;Obrero;Casado;primaria;no;61;no;no;celular;17;abril;108;1;-1;0;desconocido;no
48;Ejecutivo;Casado;Superior;no;6613;no;no;desconocido;17;Junio;159;3;-1;0;desconocido;no
48;Tecnico;Casado;secundaria;no;302;si;no;desconocido;26;Mayo;208;3;-1;0;desconocido;no
32;Obrero;Casado;secundaria;no;1005;no;no;celular;12;Mayo;215;1;-1;0;desconocido;no
35;Servis;Casado;secundaria;no;109;si;no;desconocido;6;Mayo;597;3;-1;0;desconocido;no
33;Ejecutivo;Soltero;Superior;no;1240;si;no;celular;4;Febrero;505;2;260;1;otro;no
28;Obrero;Soltero;primaria;no;0;si;si;desconocido;3;Junio;380;4;-1;0;desconocido;no
64;Retirado;Casado;desconocido;no;2923;no;no;celular;12;Marzo;120;1;-1;0;desconocido;no
35;Tecnico;Casado;secundaria;no;0;no;no;celular;27;Agosto;106;4;-1;0;desconocido;no
33;Obrero;Casado;secundaria;no;43;si;no;celular;14;Mayo;332;2;358;2;fracaso;no
41;Tecnico;Casado;secundaria;no;288;si;no;desconocido;15;Mayo;221;4;-1;0;desconocido;no
34;admin.;Casado;secundaria;no;613;si;no;celular;4;Junio;80;1;-1;0;desconocido;no
37;Tecnico;Soltero;Superior;no;6101;no;no;celular;4;Mayo;60;5;87;1;éxito;no
38;Obrero;Casado;primaria;no;168;si;si;teléfono;13;Mayo;212;3;-1;0;desconocido;no
39;Obrero;Casado;primaria;no;7685;si;no;celular;14;abril;493;3;-1;0;desconocido;no
35;Tecnico;Divorciado;Superior;no;4515;si;no;celular;19;Noviembre;98;2;-1;0;desconocido;no
28;Obrero;Soltero;secundaria;no;517;no;si;celular;8;Julio;681;1;-1;0;desconocido;si
27;Obrero;Soltero;secundaria;no;148;no;no;celular;22;Julio;203;1;-1;0;desconocido;no
48;Retirado;Casado;primaria;si;-285;no;si;celular;19;Noviembre;157;1;-1;0;desconocido;no
50;Obrero;Casado;secundaria;no;887;no;no;desconocido;16;Junio;287;1;-1;0;desconocido;no
45;Independientes;Casado;secundaria;no;3098;si;no;celular;7;Agosto;159;2;-1;0;desconocido;no
41;Tecnico;Casado;Superior;no;744;si;no;desconocido;14;Mayo;125;1;-1;0;desconocido;no
39;Tecnico;Casado;secundaria;no;130;no;no;celular;8;Julio;202;2;-1;0;desconocido;no
44;Ejecutivo;Casado;secundaria;no;438;si;no;teléfono;8;Mayo;37;3;303;1;fracaso;no
54;admin.;Casado;secundaria;no;0;no;no;celular;28;Enero;161;1;98;2;fracaso;si
49;Ejecutivo;Casado;Superior;no;322;no;no;celular;6;Agosto;72;4;-1;0;desconocido;no
34;Obrero;Soltero;secundaria;no;186;no;no;celular;2;Febrero;342;1;-1;0;desconocido;no
75;Retirado;Divorciado;Superior;no;3810;si;no;celular;16;Noviembre;262;1;183;1;fracaso;si
42;Ejecutivo;Casado;Superior;no;0;no;no;celular;13;Agosto;325;2;-1;0;desconocido;no
53;Obrero;Casado;secundaria;no;4380;no;no;teléfono;19;Agosto;223;7;-1;0;desconocido;no
49;Ejecutivo;Divorciado;Superior;no;755;no;no;celular;31;Julio;1212;4;-1;0;desconocido;si
31;Servis;Soltero;secundaria;no;2070;no;no;celular;29;Agosto;319;2;-1;0;desconocido;no
45;Obrero;Soltero;primaria;no;999;no;no;celular;29;Enero;182;2;-1;0;desconocido;no
39;Independientes;Casado;secundaria;no;167;si;si;celular;17;Julio;330;1;-1;0;desconocido;no
46;Tecnico;Casado;secundaria;no;1322;si;si;celular;19;Noviembre;514;1;-1;0;desconocido;no
42;admin.;Divorciado;secundaria;no;1076;si;no;desconocido;14;Mayo;213;1;-1;0;desconocido;no
37;Ejecutivo;Casado;Superior;no;502;si;no;celular;7;Mayo;551;1;351;1;fracaso;no
26;Tecnico;Soltero;Superior;no;1216;si;no;celular;16;abril;472;2;-1;0;desconocido;no
37;Ejecutivo;Soltero;Superior;no;876;si;no;celular;15;abril;140;4;327;2;fracaso;no
36;Servis;Soltero;secundaria;no;342;si;no;desconocido;7;Mayo;142;1;-1;0;desconocido;no
29;Obrero;Soltero;primaria;no;950;si;no;desconocido;4;Junio;135;3;-1;0;desconocido;no
36;Obrero;Casado;primaria;no;973;si;si;desconocido;23;Mayo;293;1;-1;0;desconocido;no
26;Tecnico;Casado;Superior;no;3825;si;no;desconocido;13;Mayo;107;1;-1;0;desconocido;no
32;Obrero;Casado;secundaria;no;2366;si;no;desconocido;20;Mayo;127;2;-1;0;desconocido;no
40;Ejecutivo;Casado;Superior;no;542;si;no;celular;20;Noviembre;1816;1;-1;0;desconocido;no
53;Ejecutivo;Casado;primaria;no;995;no;no;celular;4;Febrero;200;3;-1;0;desconocido;no
29;Ejecutivo;Casado;Superior;no;20;si;no;celular;12;Mayo;418;1;-1;0;desconocido;no
34;Tecnico;Soltero;Superior;no;228;si;no;celular;22;Julio;387;4;-1;0;desconocido;no
43;Obrero;Casado;secundaria;no;130;no;no;celular;5;Mayo;156;1;337;3;fracaso;no
56;Ejecutivo;Casado;Superior;no;217;no;si;celular;21;Julio;121;2;-1;0;desconocido;no
55;empresario;Divorciado;Superior;no;0;no;no;desconocido;6;Junio;108;2;-1;0;desconocido;no
31;Independientes;Casado;Superior;no;259;si;no;celular;7;Mayo;47;1;-1;0;desconocido;no
27;admin.;Soltero;secundaria;no;619;si;no;celular;20;abril;16;5;322;4;otro;no
36;Ejecutivo;Casado;secundaria;no;644;si;no;celular;18;Noviembre;54;2;-1;0;desconocido;no
44;Ejecutivo;Casado;Superior;no;22;si;no;celular;6;Agosto;265;2;-1;0;desconocido;no
37;admin.;Divorciado;Superior;no;4303;si;no;desconocido;23;Mayo;168;1;-1;0;desconocido;no
30;admin.;Soltero;secundaria;no;239;si;no;celular;7;Mayo;115;3;-1;0;desconocido;no
42;Tecnico;Soltero;secundaria;no;275;no;no;celular;26;Agosto;31;8;-1;0;desconocido;no
30;Ejecutivo;Casado;Superior;no;1221;si;no;teléfono;25;Julio;279;4;-1;0;desconocido;si
62;Retirado;Casado;secundaria;no;816;no;no;celular;1;Setiembre;28;2;-1;0;desconocido;no
24;Obrero;Casado;secundaria;no;1222;si;no;celular;20;abril;369;1;-1;0;desconocido;no
31;Tecnico;Casado;secundaria;no;2363;si;no;desconocido;13;Mayo;247;1;-1;0;desconocido;no
66;Retirado;Casado;Superior;no;2262;no;no;celular;22;abril;155;1;-1;0;desconocido;no
47;admin.;Casado;secundaria;no;2;no;no;celular;10;Julio;89;1;-1;0;desconocido;no
39;empresario;Casado;Superior;no;2;si;no;celular;17;Noviembre;180;1;-1;0;desconocido;no
35;Tecnico;Casado;secundaria;no;4508;si;no;celular;18;Noviembre;854;1;-1;0;desconocido;si
35;admin.;Divorciado;secundaria;no;-402;si;no;celular;17;abril;46;1;-1;0;desconocido;no
27;Tecnico;Casado;secundaria;no;1577;si;si;desconocido;28;Mayo;266;2;-1;0;desconocido;no
32;Obrero;Casado;secundaria;no;34;si;no;celular;5;Mayo;321;2;-1;0;desconocido;no
44;Ejecutivo;Casado;Superior;no;795;no;no;celular;28;Agosto;99;24;-1;0;desconocido;no
42;Obrero;Casado;secundaria;no;117;si;no;desconocido;9;Mayo;147;1;-1;0;desconocido;no
34;Independientes;Soltero;Superior;no;5462;no;no;celular;30;abril;430;1;-1;0;desconocido;si
25;Servis;Soltero;secundaria;no;402;no;si;celular;7;Julio;264;1;-1;0;desconocido;no
40;Tecnico;Soltero;secundaria;no;641;no;no;celular;16;Julio;156;6;-1;0;desconocido;no
43;Ejecutivo;Divorciado;Superior;no;36;no;no;celular;26;Mayo;118;1;102;2;fracaso;no
55;Desempleado;Casado;Superior;no;383;no;no;desconocido;6;Mayo;343;3;-1;0;desconocido;no
50;Obrero;Casado;secundaria;no;283;si;no;celular;7;Agosto;226;3;-1;0;desconocido;no
45;Ejecutivo;Divorciado;Superior;no;0;no;no;desconocido;1;Junio;5;1;-1;0;desconocido;no
35;Obrero;Divorciado;secundaria;no;3102;si;no;celular;20;Noviembre;138;1;-1;0;desconocido;no
32;Obrero;Casado;secundaria;no;889;si;no;celular;10;Setiembre;185;1;99;5;éxito;si
59;Emple_hogar;Casado;secundaria;no;0;no;no;teléfono;3;Febrero;722;1;99;4;fracaso;no
34;Independientes;Casado;secundaria;no;-370;si;no;desconocido;21;Mayo;748;1;-1;0;desconocido;no
39;Ejecutivo;Casado;Superior;no;-606;si;no;desconocido;26;Mayo;142;1;-1;0;desconocido;no
40;Ejecutivo;Soltero;secundaria;no;10378;si;no;celular;17;Noviembre;523;3;-1;0;desconocido;no
36;Obrero;Soltero;primaria;no;1313;si;no;desconocido;20;Junio;8;10;-1;0;desconocido;no
40;Ejecutivo;Casado;Superior;no;8969;si;no;celular;17;Noviembre;153;1;-1;0;desconocido;no
55;Independientes;Casado;secundaria;no;-196;si;no;desconocido;20;Mayo;210;2;-1;0;desconocido;no
38;empresario;Casado;secundaria;si;15;si;no;celular;10;Julio;121;1;-1;0;desconocido;no
61;admin.;Casado;secundaria;no;4608;no;no;celular;12;Marzo;212;1;-1;0;desconocido;si
41;Ejecutivo;Casado;Superior;no;666;si;no;desconocido;21;Mayo;253;3;-1;0;desconocido;no
57;Obrero;Casado;primaria;no;452;si;no;desconocido;13;Mayo;139;4;-1;0;desconocido;no
48;Obrero;Casado;secundaria;no;149;si;no;desconocido;9;Mayo;71;1;-1;0;desconocido;no
77;Retirado;Casado;Superior;no;7802;no;no;teléfono;4;Mayo;421;1;92;2;éxito;si
35;Servis;Casado;secundaria;no;1453;si;no;desconocido;28;Mayo;199;1;-1;0;desconocido;no
54;Obrero;Casado;secundaria;no;1480;si;no;desconocido;14;Mayo;108;1;-1;0;desconocido;no
37;Ejecutivo;Soltero;desconocido;no;715;si;no;desconocido;20;Mayo;247;2;-1;0;desconocido;no
56;Ejecutivo;Soltero;secundaria;no;237;si;no;teléfono;9;Julio;236;4;-1;0;desconocido;no
40;Tecnico;Casado;secundaria;no;694;si;no;celular;4;Febrero;97;4;196;5;fracaso;no
40;Ejecutivo;Casado;Superior;no;0;no;no;celular;14;Julio;109;8;-1;0;desconocido;no
54;Ejecutivo;Casado;Superior;no;55;si;no;celular;2;Junio;112;2;-1;0;desconocido;no
55;Emple_hogar;Casado;primaria;no;136;si;no;desconocido;19;Junio;15;10;-1;0;desconocido;no
55;Servis;Divorciado;secundaria;si;-404;si;no;celular;22;Julio;502;3;-1;0;desconocido;no
52;Obrero;Casado;primaria;no;779;si;no;desconocido;16;Mayo;30;3;-1;0;desconocido;no
55;Obrero;Soltero;primaria;no;1187;si;no;desconocido;2;Junio;193;2;-1;0;desconocido;no
33;Ejecutivo;Casado;Superior;no;641;si;no;celular;13;Agosto;347;2;-1;0;desconocido;no
52;Obrero;Casado;desconocido;no;826;si;no;desconocido;15;Mayo;468;2;-1;0;desconocido;no
33;Servis;Divorciado;secundaria;no;991;si;no;desconocido;27;Mayo;148;1;-1;0;desconocido;no
53;admin.;Casado;secundaria;no;1796;no;no;teléfono;16;Marzo;295;1;91;2;éxito;si
46;admin.;Casado;secundaria;no;22;no;no;celular;26;Agosto;388;6;-1;0;desconocido;si
44;Tecnico;Soltero;secundaria;no;244;si;no;celular;12;Agosto;1735;4;-1;0;desconocido;si
48;Ejecutivo;Divorciado;Superior;no;1328;si;no;desconocido;6;Mayo;339;1;-1;0;desconocido;no
50;Emple_hogar;Casado;secundaria;no;7317;si;no;celular;13;Mayo;172;1;370;1;fracaso;no
34;Tecnico;Soltero;secundaria;no;4943;si;si;celular;19;Noviembre;117;2;-1;0;desconocido;no
38;Tecnico;Soltero;secundaria;no;258;no;si;desconocido;20;Junio;587;2;-1;0;desconocido;no
42;Ejecutivo;Soltero;Superior;no;515;si;no;celular;19;Noviembre;501;2;-1;0;desconocido;no
32;Ejecutivo;Soltero;Superior;no;12607;no;no;celular;14;Agosto;203;5;84;1;fracaso;no
58;admin.;Casado;secundaria;no;2;si;si;teléfono;25;Julio;282;9;-1;0;desconocido;no
31;Ejecutivo;Casado;Superior;no;13;no;no;celular;28;Agosto;110;5;-1;0;desconocido;no
19;Estudiante;Soltero;primaria;no;103;no;no;celular;10;Julio;104;2;-1;0;desconocido;si
41;Ejecutivo;Casado;Superior;no;3872;no;no;celular;15;Octubre;231;1;-1;0;desconocido;no
31;Desempleado;Casado;secundaria;no;296;si;no;desconocido;20;Mayo;378;3;-1;0;desconocido;no
52;Independientes;Soltero;primaria;no;217;no;si;celular;15;Julio;193;6;-1;0;desconocido;no
42;Independientes;Divorciado;Superior;no;360;si;no;desconocido;24;Junio;110;5;-1;0;desconocido;no
41;Obrero;Soltero;secundaria;no;428;si;no;celular;12;Mayo;92;1;-1;0;desconocido;no
30;Obrero;Soltero;secundaria;no;315;no;no;celular;23;Junio;1407;1;-1;0;desconocido;si
38;Obrero;Casado;secundaria;no;121;si;si;celular;6;Febrero;168;1;212;2;fracaso;no
32;Ejecutivo;Casado;Superior;no;820;si;no;celular;17;Julio;738;3;-1;0;desconocido;no
52;Tecnico;Casado;secundaria;no;195;si;no;celular;18;Febrero;220;1;63;5;fracaso;si
48;Ejecutivo;Divorciado;Superior;no;108;si;no;desconocido;27;Mayo;89;2;-1;0;desconocido;no
36;Ejecutivo;Casado;Superior;no;-381;si;no;celular;31;Julio;30;29;-1;0;desconocido;no
