Edad;Ingresos;Tarjetas_credito;Educacion;Creditos_coche;Pago
38.43;Medio;5 o más;Bachillerato;1 o ninguno;0
30.54;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
22.36;Alto;Menos de 5;Bachillerato;1 o ninguno;0
47.71;Alto;5 o más;Universitario;2 o más;0
40.3;Medio;5 o más;Bachillerato;2 o más;0
43;Alto;Menos de 5;Bachillerato;1 o ninguno;0
43.78;Alto;5 o más;Universitario;2 o más;0
32.24;Medio;5 o más;Bachillerato;1 o ninguno;0
34.8;Medio;5 o más;Bachillerato;2 o más;0
48.15;Alto;5 o más;Bachillerato;2 o más;0
33.27;Bajo;5 o más;Universitario;2 o más;0
36.59;Alto;5 o más;Universitario;2 o más;0
25.51;Medio;5 o más;Universitario;2 o más;0
38.7;Alto;5 o más;Universitario;2 o más;0
24.55;Medio;5 o más;Bachillerato;2 o más;0
23.77;Alto;Menos de 5;Universitario;1 o ninguno;0
35.73;Medio;5 o más;Bachillerato;2 o más;0
31.76;Medio;Menos de 5;Universitario;1 o ninguno;0
41.08;Medio;Menos de 5;Bachillerato;1 o ninguno;0
34.3;Medio;Menos de 5;Bachillerato;1 o ninguno;0
31.5;Medio;5 o más;Universitario;2 o más;0
44.51;Medio;5 o más;Bachillerato;2 o más;0
25.36;Alto;Menos de 5;Universitario;1 o ninguno;0
31.59;Alto;5 o más;Bachillerato;2 o más;0
42.06;Medio;Menos de 5;Universitario;1 o ninguno;0
25.38;Alto;Menos de 5;Bachillerato;2 o más;0
32.13;Medio;5 o más;Bachillerato;2 o más;0
42.96;Alto;Menos de 5;Universitario;1 o ninguno;0
27.33;Alto;5 o más;Bachillerato;2 o más;0
26.14;Alto;Menos de 5;Bachillerato;1 o ninguno;0
38.95;Medio;5 o más;Bachillerato;2 o más;0
59.74;Alto;Menos de 5;Universitario;1 o ninguno;0
37.13;Alto;5 o más;Universitario;2 o más;0
51.71;Alto;Menos de 5;Universitario;1 o ninguno;0
48.21;Alto;5 o más;Bachillerato;2 o más;0
32.88;Alto;5 o más;Bachillerato;2 o más;0
41.43;Medio;Menos de 5;Bachillerato;1 o ninguno;0
29.83;Alto;Menos de 5;Universitario;1 o ninguno;0
41.42;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
46.41;Medio;Menos de 5;Bachillerato;1 o ninguno;0
33.23;Medio;5 o más;Bachillerato;2 o más;0
24.94;Medio;5 o más;Bachillerato;2 o más;0
42.37;Medio;5 o más;Bachillerato;2 o más;0
24.78;Medio;Menos de 5;Universitario;1 o ninguno;0
44.68;Alto;Menos de 5;Bachillerato;1 o ninguno;0
24.37;Alto;5 o más;Bachillerato;2 o más;0
30.65;Alto;5 o más;Bachillerato;2 o más;0
52.31;Medio;Menos de 5;Bachillerato;1 o ninguno;0
28.91;Medio;5 o más;Bachillerato;2 o más;0
24.69;Alto;5 o más;Bachillerato;2 o más;0
54.46;Alto;5 o más;Bachillerato;1 o ninguno;0
44.54;Medio;Menos de 5;Bachillerato;1 o ninguno;0
39.07;Medio;5 o más;Bachillerato;2 o más;0
29.4;Alto;Menos de 5;Bachillerato;1 o ninguno;0
33.55;Medio;5 o más;Universitario;2 o más;0
41.03;Alto;Menos de 5;Bachillerato;1 o ninguno;0
33.06;Medio;5 o más;Bachillerato;2 o más;0
40.65;Bajo;5 o más;Bachillerato;2 o más;0
34.19;Medio;Menos de 5;Universitario;1 o ninguno;0
26.05;Medio;Menos de 5;Bachillerato;1 o ninguno;0
31.11;Alto;Menos de 5;Universitario;1 o ninguno;0
39.03;Alto;5 o más;Universitario;2 o más;0
33.49;Medio;5 o más;Bachillerato;2 o más;0
25.21;Bajo;5 o más;Bachillerato;2 o más;0
45.72;Medio;5 o más;Universitario;1 o ninguno;0
42.65;Alto;5 o más;Bachillerato;2 o más;0
35.71;Medio;Menos de 5;Universitario;1 o ninguno;0
46.54;Alto;5 o más;Universitario;2 o más;0
26.91;Medio;5 o más;Bachillerato;2 o más;0
36.26;Alto;Menos de 5;Bachillerato;1 o ninguno;0
57.17;Medio;5 o más;Universitario;2 o más;0
36.2;Medio;Menos de 5;Universitario;1 o ninguno;0
34.04;Medio;Menos de 5;Bachillerato;1 o ninguno;0
31.4;Medio;5 o más;Universitario;2 o más;0
39.72;Medio;5 o más;Bachillerato;2 o más;0
32.04;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
45.17;Medio;5 o más;Bachillerato;2 o más;0
29.79;Medio;5 o más;Universitario;2 o más;0
42.14;Alto;Menos de 5;Universitario;1 o ninguno;0
38.17;Medio;5 o más;Universitario;2 o más;0
21.61;Medio;Menos de 5;Universitario;1 o ninguno;0
33.48;Alto;Menos de 5;Universitario;1 o ninguno;0
41.1;Alto;Menos de 5;Bachillerato;2 o más;0
23.5;Medio;Menos de 5;Bachillerato;1 o ninguno;0
29.53;Medio;Menos de 5;Bachillerato;1 o ninguno;0
21.63;Alto;Menos de 5;Bachillerato;1 o ninguno;0
30.3;Alto;5 o más;Universitario;2 o más;0
34.85;Alto;5 o más;Bachillerato;2 o más;0
44.77;Alto;5 o más;Universitario;2 o más;0
30.93;Medio;Menos de 5;Universitario;1 o ninguno;0
38.6;Alto;5 o más;Bachillerato;2 o más;0
35.06;Alto;Menos de 5;Bachillerato;1 o ninguno;0
36.69;Medio;5 o más;Bachillerato;1 o ninguno;0
27.96;Medio;5 o más;Universitario;2 o más;0
43.42;Alto;Menos de 5;Bachillerato;2 o más;0
44.26;Alto;5 o más;Bachillerato;2 o más;0
26.36;Alto;5 o más;Universitario;2 o más;0
36.69;Alto;Menos de 5;Universitario;1 o ninguno;0
39.43;Alto;5 o más;Bachillerato;2 o más;0
21.2;Alto;5 o más;Universitario;1 o ninguno;0
52.12;Medio;Menos de 5;Bachillerato;1 o ninguno;0
30.56;Medio;5 o más;Universitario;2 o más;0
41.22;Alto;Menos de 5;Universitario;1 o ninguno;0
28.11;Alto;Menos de 5;Universitario;1 o ninguno;0
44.03;Medio;Menos de 5;Bachillerato;1 o ninguno;0
40.73;Alto;5 o más;Bachillerato;2 o más;0
39.59;Alto;5 o más;Universitario;2 o más;0
49.42;Medio;Menos de 5;Universitario;1 o ninguno;0
48.67;Medio;Menos de 5;Universitario;1 o ninguno;0
38.87;Medio;5 o más;Bachillerato;2 o más;0
21.51;Medio;5 o más;Universitario;2 o más;0
26.62;Bajo;Menos de 5;Universitario;1 o ninguno;0
35.49;Medio;5 o más;Universitario;2 o más;0
37.07;Bajo;5 o más;Universitario;1 o ninguno;0
59.15;Alto;5 o más;Bachillerato;2 o más;0
34.82;Alto;5 o más;Universitario;2 o más;0
35.49;Alto;5 o más;Universitario;2 o más;0
43.64;Medio;Menos de 5;Bachillerato;1 o ninguno;0
23.85;Bajo;5 o más;Universitario;1 o ninguno;0
42.87;Alto;Menos de 5;Bachillerato;1 o ninguno;0
34.56;Medio;5 o más;Bachillerato;2 o más;0
20.75;Alto;5 o más;Universitario;1 o ninguno;0
36.54;Medio;5 o más;Bachillerato;1 o ninguno;0
48.3;Alto;Menos de 5;Universitario;1 o ninguno;0
29.27;Medio;5 o más;Bachillerato;1 o ninguno;0
34.51;Alto;Menos de 5;Universitario;1 o ninguno;0
38.95;Medio;Menos de 5;Bachillerato;1 o ninguno;0
57.51;Alto;Menos de 5;Bachillerato;2 o más;0
30.26;Medio;5 o más;Bachillerato;2 o más;0
39.81;Medio;5 o más;Bachillerato;2 o más;0
30.24;Medio;5 o más;Bachillerato;2 o más;0
43.02;Alto;Menos de 5;Bachillerato;2 o más;0
57.86;Medio;5 o más;Bachillerato;2 o más;0
27.07;Alto;5 o más;Bachillerato;2 o más;0
25.67;Alto;5 o más;Bachillerato;2 o más;0
34.13;Medio;Menos de 5;Universitario;1 o ninguno;0
23.88;Medio;5 o más;Universitario;2 o más;0
42.21;Alto;Menos de 5;Universitario;1 o ninguno;0
30.94;Alto;Menos de 5;Bachillerato;1 o ninguno;0
33.41;Alto;5 o más;Bachillerato;2 o más;0
39.22;Medio;5 o más;Universitario;2 o más;0
35.65;Medio;Menos de 5;Bachillerato;2 o más;0
29.48;Medio;5 o más;Universitario;2 o más;0
24.67;Medio;5 o más;Bachillerato;1 o ninguno;0
42.13;Alto;Menos de 5;Universitario;1 o ninguno;0
44.02;Alto;5 o más;Bachillerato;2 o más;0
39.68;Medio;Menos de 5;Bachillerato;1 o ninguno;0
38.75;Medio;5 o más;Universitario;2 o más;0
40.09;Alto;5 o más;Bachillerato;2 o más;0
25.26;Medio;5 o más;Universitario;2 o más;0
28.36;Medio;5 o más;Bachillerato;1 o ninguno;0
35.44;Medio;Menos de 5;Bachillerato;1 o ninguno;0
47.3;Alto;Menos de 5;Bachillerato;1 o ninguno;0
23.88;Alto;5 o más;Bachillerato;1 o ninguno;0
23.1;Alto;5 o más;Universitario;2 o más;0
35.35;Medio;Menos de 5;Bachillerato;1 o ninguno;0
27.56;Alto;Menos de 5;Universitario;1 o ninguno;0
23.5;Medio;5 o más;Bachillerato;2 o más;0
42.5;Alto;Menos de 5;Universitario;1 o ninguno;0
21.66;Alto;Menos de 5;Universitario;1 o ninguno;0
22.29;Alto;Menos de 5;Bachillerato;1 o ninguno;0
30.96;Medio;Menos de 5;Universitario;1 o ninguno;0
43.95;Medio;Menos de 5;Bachillerato;1 o ninguno;0
37.33;Alto;5 o más;Bachillerato;2 o más;0
26.88;Alto;5 o más;Bachillerato;1 o ninguno;0
37.52;Medio;5 o más;Universitario;2 o más;0
43.27;Medio;Menos de 5;Bachillerato;1 o ninguno;0
50.66;Alto;Menos de 5;Universitario;1 o ninguno;0
33.37;Medio;Menos de 5;Bachillerato;1 o ninguno;0
43.4;Medio;Menos de 5;Bachillerato;1 o ninguno;0
28.64;Medio;5 o más;Bachillerato;2 o más;0
25.47;Alto;Menos de 5;Universitario;1 o ninguno;0
38.69;Medio;Menos de 5;Bachillerato;2 o más;0
37.96;Alto;5 o más;Universitario;2 o más;0
30.38;Medio;Menos de 5;Bachillerato;1 o ninguno;0
44.77;Medio;Menos de 5;Universitario;1 o ninguno;0
32.75;Alto;Menos de 5;Bachillerato;1 o ninguno;0
37.09;Medio;Menos de 5;Universitario;1 o ninguno;0
38.24;Bajo;Menos de 5;Universitario;1 o ninguno;0
46.38;Medio;5 o más;Universitario;2 o más;0
44.15;Medio;Menos de 5;Bachillerato;2 o más;0
39.11;Medio;5 o más;Bachillerato;2 o más;0
31.13;Medio;Menos de 5;Universitario;1 o ninguno;0
36.23;Alto;5 o más;Universitario;2 o más;0
46.42;Medio;Menos de 5;Bachillerato;1 o ninguno;0
41.03;Bajo;Menos de 5;Universitario;1 o ninguno;0
26.85;Alto;5 o más;Universitario;2 o más;0
34.89;Medio;Menos de 5;Bachillerato;1 o ninguno;0
39.1;Medio;Menos de 5;Universitario;1 o ninguno;0
38.53;Bajo;5 o más;Bachillerato;2 o más;0
32.28;Medio;Menos de 5;Universitario;1 o ninguno;0
33.76;Alto;5 o más;Bachillerato;2 o más;0
33.94;Alto;Menos de 5;Universitario;1 o ninguno;0
39.79;Alto;Menos de 5;Universitario;1 o ninguno;0
39.31;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
26.07;Medio;5 o más;Universitario;2 o más;0
38.84;Medio;Menos de 5;Universitario;1 o ninguno;0
46.51;Medio;5 o más;Bachillerato;2 o más;0
35.07;Medio;Menos de 5;Universitario;1 o ninguno;0
43.35;Alto;Menos de 5;Bachillerato;1 o ninguno;0
35;Alto;5 o más;Universitario;2 o más;0
42.83;Alto;5 o más;Universitario;2 o más;0
48.05;Alto;Menos de 5;Universitario;2 o más;0
26.56;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
26.12;Medio;Menos de 5;Universitario;1 o ninguno;0
39.49;Medio;Menos de 5;Bachillerato;1 o ninguno;0
32.02;Medio;5 o más;Universitario;2 o más;0
41.74;Medio;5 o más;Bachillerato;2 o más;0
49.36;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
21.69;Alto;5 o más;Universitario;2 o más;0
40.49;Medio;5 o más;Universitario;2 o más;0
22.32;Alto;5 o más;Bachillerato;2 o más;0
50.69;Medio;5 o más;Universitario;2 o más;0
46.58;Medio;Menos de 5;Universitario;1 o ninguno;0
42.1;Medio;Menos de 5;Bachillerato;2 o más;0
32.75;Medio;Menos de 5;Universitario;1 o ninguno;0
57.36;Medio;5 o más;Universitario;2 o más;0
30.33;Medio;Menos de 5;Universitario;1 o ninguno;0
42.25;Alto;5 o más;Universitario;2 o más;0
31.74;Bajo;5 o más;Universitario;2 o más;0
28.95;Alto;5 o más;Universitario;2 o más;0
39.11;Medio;5 o más;Universitario;2 o más;0
44.2;Medio;5 o más;Universitario;2 o más;0
27.37;Medio;Menos de 5;Universitario;2 o más;0
61.67;Medio;5 o más;Universitario;2 o más;0
34.11;Medio;Menos de 5;Universitario;1 o ninguno;0
22.63;Alto;Menos de 5;Universitario;1 o ninguno;0
46.9;Medio;5 o más;Bachillerato;2 o más;0
41.44;Alto;Menos de 5;Bachillerato;2 o más;0
26.55;Medio;Menos de 5;Universitario;1 o ninguno;0
40.94;Medio;Menos de 5;Universitario;2 o más;0
26.09;Alto;Menos de 5;Bachillerato;1 o ninguno;0
46.42;Alto;5 o más;Universitario;2 o más;0
40.44;Alto;5 o más;Universitario;2 o más;0
44.67;Medio;Menos de 5;Bachillerato;1 o ninguno;0
47.08;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
54.2;Medio;5 o más;Bachillerato;2 o más;0
32.6;Medio;Menos de 5;Universitario;1 o ninguno;0
44.45;Alto;Menos de 5;Bachillerato;1 o ninguno;0
32.75;Alto;Menos de 5;Universitario;1 o ninguno;0
29.62;Alto;Menos de 5;Bachillerato;1 o ninguno;0
46.55;Alto;5 o más;Universitario;2 o más;0
31.84;Alto;Menos de 5;Universitario;1 o ninguno;0
32.2;Medio;Menos de 5;Universitario;1 o ninguno;0
41.44;Medio;5 o más;Universitario;1 o ninguno;0
28.89;Medio;Menos de 5;Universitario;1 o ninguno;0
32.27;Alto;Menos de 5;Universitario;1 o ninguno;0
50.9;Alto;5 o más;Bachillerato;2 o más;0
41.66;Alto;Menos de 5;Universitario;2 o más;0
21.45;Medio;5 o más;Bachillerato;2 o más;0
30.47;Alto;5 o más;Bachillerato;2 o más;0
44.85;Medio;Menos de 5;Bachillerato;1 o ninguno;0
31.31;Medio;5 o más;Bachillerato;2 o más;0
46;Alto;5 o más;Universitario;2 o más;0
36.01;Medio;5 o más;Universitario;2 o más;0
38.81;Medio;Menos de 5;Bachillerato;1 o ninguno;0
38.02;Alto;Menos de 5;Universitario;1 o ninguno;0
39.89;Medio;Menos de 5;Universitario;1 o ninguno;0
32.1;Medio;Menos de 5;Bachillerato;1 o ninguno;0
36.75;Alto;5 o más;Universitario;2 o más;0
39.48;Medio;Menos de 5;Bachillerato;1 o ninguno;0
25.77;Bajo;Menos de 5;Universitario;1 o ninguno;0
47.82;Alto;Menos de 5;Bachillerato;1 o ninguno;0
33.87;Alto;5 o más;Universitario;2 o más;0
25.92;Medio;5 o más;Universitario;2 o más;0
29.72;Alto;Menos de 5;Bachillerato;1 o ninguno;0
56.27;Medio;5 o más;Bachillerato;2 o más;0
49.08;Alto;Menos de 5;Universitario;2 o más;0
26.52;Alto;5 o más;Universitario;2 o más;0
24.08;Alto;5 o más;Universitario;2 o más;0
26.99;Medio;Menos de 5;Bachillerato;2 o más;0
47.14;Alto;5 o más;Bachillerato;2 o más;0
27.59;Medio;Menos de 5;Bachillerato;1 o ninguno;0
37.9;Alto;5 o más;Bachillerato;1 o ninguno;0
40.78;Alto;Menos de 5;Bachillerato;1 o ninguno;0
32.43;Alto;5 o más;Bachillerato;2 o más;0
39.06;Alto;5 o más;Universitario;2 o más;0
35.71;Medio;5 o más;Bachillerato;2 o más;0
28.5;Medio;Menos de 5;Bachillerato;2 o más;0
27.97;Medio;5 o más;Universitario;2 o más;0
40.19;Medio;5 o más;Universitario;2 o más;0
41.04;Alto;5 o más;Bachillerato;2 o más;0
33.89;Medio;5 o más;Universitario;2 o más;0
49.1;Medio;Menos de 5;Universitario;2 o más;0
46.46;Alto;5 o más;Universitario;2 o más;0
32.82;Alto;Menos de 5;Bachillerato;1 o ninguno;0
43.35;Alto;5 o más;Bachillerato;2 o más;0
33.74;Medio;5 o más;Universitario;2 o más;0
35.3;Medio;Menos de 5;Universitario;1 o ninguno;0
25.96;Alto;Menos de 5;Universitario;1 o ninguno;0
27.87;Alto;5 o más;Bachillerato;2 o más;0
27.34;Alto;Menos de 5;Universitario;1 o ninguno;0
59.09;Bajo;5 o más;Universitario;2 o más;0
31.08;Alto;5 o más;Universitario;2 o más;0
33.47;Medio;5 o más;Universitario;2 o más;0
41.52;Medio;5 o más;Universitario;2 o más;0
40.86;Alto;5 o más;Universitario;1 o ninguno;0
39.7;Alto;5 o más;Universitario;2 o más;0
23.35;Alto;Menos de 5;Universitario;1 o ninguno;0
33.17;Alto;Menos de 5;Universitario;1 o ninguno;0
50.61;Medio;5 o más;Universitario;2 o más;0
45.58;Alto;Menos de 5;Universitario;1 o ninguno;0
37.73;Alto;5 o más;Universitario;2 o más;0
38.58;Alto;Menos de 5;Universitario;1 o ninguno;0
44.62;Medio;5 o más;Universitario;2 o más;0
40.37;Alto;5 o más;Bachillerato;2 o más;0
41.69;Alto;5 o más;Bachillerato;2 o más;0
50.98;Bajo;Menos de 5;Universitario;2 o más;0
35.08;Medio;Menos de 5;Bachillerato;2 o más;0
45.21;Bajo;Menos de 5;Universitario;1 o ninguno;0
36.11;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
46.05;Medio;5 o más;Universitario;2 o más;0
25.14;Medio;5 o más;Bachillerato;2 o más;0
35.33;Medio;Menos de 5;Bachillerato;1 o ninguno;0
31.75;Medio;5 o más;Universitario;2 o más;0
21.34;Medio;5 o más;Universitario;1 o ninguno;0
41.32;Alto;Menos de 5;Universitario;1 o ninguno;0
44.74;Alto;Menos de 5;Bachillerato;1 o ninguno;0
25.05;Alto;5 o más;Universitario;2 o más;0
43.27;Alto;Menos de 5;Universitario;1 o ninguno;0
35.69;Alto;Menos de 5;Universitario;1 o ninguno;0
42.6;Medio;Menos de 5;Bachillerato;1 o ninguno;0
30.42;Alto;5 o más;Universitario;1 o ninguno;0
57.92;Alto;5 o más;Universitario;2 o más;0
40.71;Medio;5 o más;Universitario;2 o más;0
28.5;Alto;5 o más;Bachillerato;2 o más;0
43.12;Alto;5 o más;Bachillerato;2 o más;0
42.73;Medio;Menos de 5;Universitario;2 o más;0
45.51;Medio;5 o más;Bachillerato;2 o más;0
52.97;Medio;Menos de 5;Universitario;1 o ninguno;0
29.36;Bajo;Menos de 5;Bachillerato;2 o más;0
53.35;Alto;5 o más;Bachillerato;2 o más;0
47.56;Medio;Menos de 5;Universitario;1 o ninguno;0
33.62;Alto;5 o más;Universitario;2 o más;0
26.49;Medio;Menos de 5;Bachillerato;1 o ninguno;0
47.1;Medio;5 o más;Universitario;2 o más;0
35.07;Medio;5 o más;Universitario;1 o ninguno;0
40.26;Bajo;5 o más;Universitario;2 o más;0
41.22;Alto;5 o más;Universitario;2 o más;0
35.4;Medio;5 o más;Bachillerato;2 o más;0
34.36;Alto;5 o más;Universitario;2 o más;0
36.04;Medio;Menos de 5;Bachillerato;1 o ninguno;0
28.03;Alto;5 o más;Universitario;2 o más;0
36.21;Alto;5 o más;Universitario;2 o más;0
38.47;Alto;5 o más;Bachillerato;2 o más;0
24.02;Alto;Menos de 5;Universitario;2 o más;0
43.63;Medio;5 o más;Universitario;2 o más;0
29.81;Medio;5 o más;Universitario;2 o más;0
38.35;Medio;Menos de 5;Bachillerato;2 o más;0
39.69;Medio;5 o más;Bachillerato;2 o más;0
39.34;Alto;Menos de 5;Universitario;2 o más;0
39.17;Medio;Menos de 5;Universitario;1 o ninguno;0
40.46;Alto;Menos de 5;Bachillerato;1 o ninguno;0
32.71;Alto;Menos de 5;Universitario;1 o ninguno;0
39.83;Bajo;Menos de 5;Universitario;1 o ninguno;0
32.77;Alto;5 o más;Bachillerato;2 o más;0
31.86;Alto;5 o más;Universitario;2 o más;0
33.3;Alto;5 o más;Universitario;2 o más;0
25.63;Alto;Menos de 5;Universitario;2 o más;0
34.98;Alto;5 o más;Bachillerato;2 o más;0
29.68;Alto;5 o más;Universitario;2 o más;0
38.98;Alto;Menos de 5;Bachillerato;1 o ninguno;0
53.82;Medio;5 o más;Bachillerato;2 o más;0
34.32;Alto;Menos de 5;Bachillerato;1 o ninguno;0
37.57;Alto;5 o más;Bachillerato;2 o más;0
34.4;Medio;5 o más;Bachillerato;2 o más;0
23.86;Bajo;5 o más;Bachillerato;2 o más;0
51.25;Alto;5 o más;Bachillerato;2 o más;0
30.49;Medio;Menos de 5;Universitario;1 o ninguno;0
43.78;Alto;5 o más;Universitario;2 o más;0
37.98;Medio;Menos de 5;Bachillerato;1 o ninguno;0
42.06;Alto;5 o más;Bachillerato;1 o ninguno;0
25.44;Medio;Menos de 5;Bachillerato;1 o ninguno;0
30.41;Medio;5 o más;Bachillerato;2 o más;0
39.5;Alto;Menos de 5;Bachillerato;1 o ninguno;0
39.34;Alto;Menos de 5;Universitario;1 o ninguno;0
43.33;Alto;Menos de 5;Bachillerato;2 o más;0
38.16;Alto;Menos de 5;Bachillerato;1 o ninguno;0
37.87;Medio;5 o más;Bachillerato;1 o ninguno;0
31.19;Alto;Menos de 5;Bachillerato;1 o ninguno;0
30.98;Alto;5 o más;Bachillerato;2 o más;0
31.25;Alto;5 o más;Bachillerato;1 o ninguno;0
29.31;Medio;Menos de 5;Bachillerato;1 o ninguno;0
28.46;Alto;5 o más;Universitario;2 o más;0
27.61;Alto;Menos de 5;Bachillerato;1 o ninguno;0
39.45;Alto;Menos de 5;Universitario;1 o ninguno;0
32.83;Medio;Menos de 5;Bachillerato;1 o ninguno;0
41.18;Medio;5 o más;Universitario;2 o más;0
20.21;Medio;Menos de 5;Universitario;1 o ninguno;0
48.63;Medio;5 o más;Universitario;2 o más;0
30.01;Medio;5 o más;Bachillerato;2 o más;0
46.95;Alto;5 o más;Universitario;2 o más;0
31.21;Alto;5 o más;Universitario;2 o más;0
26.86;Medio;Menos de 5;Universitario;1 o ninguno;0
33.93;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
35.39;Medio;Menos de 5;Universitario;1 o ninguno;0
41.72;Alto;5 o más;Universitario;2 o más;0
53.87;Alto;Menos de 5;Bachillerato;1 o ninguno;0
24.18;Alto;5 o más;Universitario;2 o más;0
43.36;Alto;Menos de 5;Universitario;2 o más;0
35.42;Alto;Menos de 5;Universitario;2 o más;0
32.53;Alto;5 o más;Bachillerato;2 o más;0
37.79;Medio;5 o más;Universitario;2 o más;0
25.82;Alto;Menos de 5;Universitario;1 o ninguno;0
37.86;Medio;Menos de 5;Universitario;1 o ninguno;0
20.54;Alto;5 o más;Universitario;2 o más;0
38.32;Alto;5 o más;Bachillerato;2 o más;0
63.35;Medio;Menos de 5;Bachillerato;1 o ninguno;0
35.28;Alto;Menos de 5;Bachillerato;1 o ninguno;0
46.34;Alto;Menos de 5;Universitario;1 o ninguno;0
31.91;Medio;5 o más;Universitario;2 o más;0
31.86;Alto;5 o más;Universitario;2 o más;0
47.48;Alto;Menos de 5;Universitario;2 o más;0
35.11;Alto;5 o más;Bachillerato;2 o más;0
38.58;Medio;Menos de 5;Bachillerato;2 o más;0
40.23;Bajo;Menos de 5;Universitario;1 o ninguno;0
40.43;Bajo;5 o más;Bachillerato;2 o más;0
38.29;Medio;Menos de 5;Bachillerato;2 o más;0
35.78;Medio;5 o más;Bachillerato;2 o más;0
46.56;Medio;Menos de 5;Universitario;1 o ninguno;0
34.41;Medio;Menos de 5;Universitario;1 o ninguno;0
21.01;Alto;5 o más;Universitario;2 o más;0
52.44;Alto;5 o más;Bachillerato;2 o más;0
51;Alto;5 o más;Bachillerato;1 o ninguno;0
21.35;Alto;Menos de 5;Universitario;1 o ninguno;0
35.92;Medio;5 o más;Bachillerato;1 o ninguno;0
29.54;Medio;5 o más;Bachillerato;2 o más;0
44.06;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
39.33;Medio;5 o más;Bachillerato;2 o más;0
22.26;Medio;5 o más;Bachillerato;2 o más;0
28.18;Medio;5 o más;Universitario;1 o ninguno;0
58.69;Bajo;5 o más;Universitario;2 o más;0
34.18;Medio;Menos de 5;Bachillerato;1 o ninguno;0
20.89;Alto;5 o más;Universitario;2 o más;0
39.51;Medio;Menos de 5;Bachillerato;1 o ninguno;0
22.66;Medio;Menos de 5;Bachillerato;1 o ninguno;0
38.14;Medio;Menos de 5;Bachillerato;1 o ninguno;0
41.21;Medio;5 o más;Bachillerato;2 o más;0
30.64;Medio;5 o más;Bachillerato;2 o más;0
33.46;Medio;5 o más;Universitario;2 o más;0
58.17;Bajo;5 o más;Bachillerato;2 o más;0
32.06;Medio;Menos de 5;Universitario;1 o ninguno;0
31.48;Alto;Menos de 5;Bachillerato;1 o ninguno;0
38.19;Alto;Menos de 5;Bachillerato;1 o ninguno;0
37.13;Alto;Menos de 5;Universitario;1 o ninguno;0
33.91;Alto;Menos de 5;Bachillerato;2 o más;0
39.25;Alto;Menos de 5;Universitario;1 o ninguno;0
25.46;Alto;Menos de 5;Universitario;1 o ninguno;0
27.85;Medio;Menos de 5;Universitario;1 o ninguno;0
29.53;Medio;Menos de 5;Bachillerato;1 o ninguno;0
23.64;Medio;Menos de 5;Universitario;1 o ninguno;0
45.52;Medio;5 o más;Bachillerato;2 o más;0
28.43;Alto;Menos de 5;Bachillerato;2 o más;0
