Estado_civil;Residencia;Profesión;Casa;Genero;Edad;Ingresos;Tarjetas_credito;Educacion;Creditos_coche;Pago
5;1;3;2;1;46.36;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;4;1;1;1;53.7;Medio;5 o más;Bachillerato;2 o más;0
1;3;5;2;2;29.62;Medio;5 o más;Universitario;2 o más;0
4;2;4;1;1;41.65;Alto;5 o más;Universitario;2 o más;0
3;2;3;2;2;30.89;Medio;Menos de 5;Universitario;1 o ninguno;0
2;3;2;2;2;39.27;Medio;5 o más;Universitario;2 o más;0
3;1;2;3;1;20.33;Alto;5 o más;Bachillerato;2 o más;0
2;3;1;3;2;59.78;Alto;5 o más;Bachillerato;2 o más;0
2;4;1;1;2;29;Alto;Menos de 5;Universitario;1 o ninguno;0
3;3;5;2;2;33.7;Alto;5 o más;Universitario;2 o más;0
5;3;1;3;1;21.9;Medio;5 o más;Bachillerato;2 o más;0
2;1;2;3;2;53.37;Alto;Menos de 5;Universitario;1 o ninguno;0
4;4;5;3;1;49.47;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;4;4;1;2;41.87;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;3;3;1;1;35.86;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;1;1;1;2;33.27;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;4;5;1;1;26.12;Medio;5 o más;Universitario;2 o más;0
1;1;3;2;1;20.72;Medio;5 o más;Universitario;2 o más;0
1;1;2;3;1;45.77;Medio;5 o más;Universitario;2 o más;0
5;1;3;1;2;53.75;Alto;5 o más;Universitario;2 o más;0
1;4;2;1;1;43.55;Medio;5 o más;Bachillerato;1 o ninguno;0
5;1;3;1;2;32.07;Alto;Menos de 5;Bachillerato;2 o más;0
4;2;2;1;2;33.76;Medio;Menos de 5;Universitario;2 o más;0
1;5;1;3;2;26.89;Medio;Menos de 5;Universitario;1 o ninguno;0
2;1;1;2;1;39.26;Medio;Menos de 5;Bachillerato;1 o ninguno;0
3;4;2;2;2;57.39;Alto;5 o más;Bachillerato;2 o más;0
2;5;2;1;2;29.03;Medio;5 o más;Bachillerato;2 o más;0
2;3;3;3;1;50.24;Medio;Menos de 5;Bachillerato;1 o ninguno;0
3;4;2;1;2;57.1;Alto;5 o más;Universitario;1 o ninguno;0
3;3;2;3;1;47.3;Bajo;5 o más;Universitario;2 o más;0
4;3;4;2;2;62.45;Medio;5 o más;Universitario;1 o ninguno;0
4;5;2;3;2;39.69;Medio;5 o más;Bachillerato;2 o más;0
3;2;1;2;1;42.84;Alto;5 o más;Bachillerato;2 o más;0
1;3;5;2;1;35.7;Medio;5 o más;Bachillerato;1 o ninguno;0
2;4;5;3;2;25.1;Alto;Menos de 5;Universitario;1 o ninguno;0
3;2;2;2;1;39.61;Medio;5 o más;Bachillerato;2 o más;0
3;5;5;1;2;39.3;Alto;Menos de 5;Bachillerato;1 o ninguno;0
5;2;3;1;1;46.99;Alto;Menos de 5;Universitario;1 o ninguno;0
3;2;1;1;1;25.84;Medio;5 o más;Bachillerato;2 o más;0
3;4;4;2;2;40.26;Medio;5 o más;Universitario;2 o más;0
4;1;4;1;2;37.7;Medio;5 o más;Universitario;2 o más;0
1;3;2;3;2;38.26;Medio;Menos de 5;Universitario;1 o ninguno;0
2;4;2;3;2;36.31;Medio;5 o más;Bachillerato;2 o más;0
4;3;2;1;2;44.54;Alto;5 o más;Bachillerato;2 o más;0
3;4;2;2;2;47.47;Alto;5 o más;Universitario;2 o más;0
4;1;3;1;1;28.44;Alto;Menos de 5;Bachillerato;1 o ninguno;0
5;2;4;1;1;42.87;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;4;2;1;1;43.6;Medio;5 o más;Universitario;2 o más;0
1;4;2;2;2;37.52;Alto;5 o más;Bachillerato;2 o más;0
5;1;1;2;1;38.26;Alto;Menos de 5;Universitario;1 o ninguno;0
5;4;4;3;1;27.44;Alto;5 o más;Universitario;2 o más;0
1;5;2;2;2;25.57;Alto;5 o más;Bachillerato;2 o más;0
3;5;2;3;2;38.6;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;2;5;1;1;31.91;Alto;5 o más;Bachillerato;2 o más;0
2;3;5;1;1;33.55;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;5;5;2;2;33.5;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;3;1;3;2;31.5;Alto;Menos de 5;Bachillerato;1 o ninguno;0
4;1;1;1;1;30.4;Alto;5 o más;Bachillerato;2 o más;0
4;2;3;1;1;23.91;Alto;5 o más;Universitario;2 o más;0
1;4;5;1;1;24.95;Medio;Menos de 5;Universitario;2 o más;0
1;2;4;3;2;38.32;Alto;5 o más;Bachillerato;2 o más;0
4;1;3;1;2;41.06;Alto;5 o más;Universitario;2 o más;0
5;1;1;1;2;37.97;Medio;Menos de 5;Bachillerato;1 o ninguno;0
1;1;5;2;2;41.88;Medio;Menos de 5;Universitario;1 o ninguno;0
5;2;5;2;2;28.08;Medio;Menos de 5;Universitario;1 o ninguno;0
4;1;2;3;1;33.04;Alto;Menos de 5;Bachillerato;2 o más;0
3;1;2;2;2;41.31;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;3;2;2;1;38.87;Alto;5 o más;Universitario;2 o más;0
3;5;4;3;1;41.69;Alto;5 o más;Bachillerato;1 o ninguno;0
4;5;1;3;2;46.11;Alto;5 o más;Bachillerato;2 o más;0
3;2;1;3;2;31.41;Alto;Menos de 5;Universitario;1 o ninguno;0
1;4;3;2;1;40.61;Alto;5 o más;Universitario;2 o más;0
1;3;5;2;1;23.9;Medio;Menos de 5;Universitario;1 o ninguno;0
4;4;1;3;2;30.11;Medio;5 o más;Bachillerato;2 o más;0
2;5;1;3;1;27.42;Medio;Menos de 5;Universitario;2 o más;0
2;3;1;1;2;20.88;Medio;5 o más;Bachillerato;2 o más;0
4;3;5;3;2;34.06;Medio;Menos de 5;Universitario;1 o ninguno;0
1;5;1;2;1;39.41;Alto;Menos de 5;Universitario;1 o ninguno;0
4;1;2;1;2;29.42;Alto;Menos de 5;Universitario;1 o ninguno;0
5;1;1;1;2;28.83;Alto;Menos de 5;Bachillerato;1 o ninguno;0
4;4;4;3;1;39.82;Medio;5 o más;Universitario;2 o más;0
3;5;2;3;2;35.39;Medio;Menos de 5;Bachillerato;1 o ninguno;0
3;2;3;1;2;30.86;Medio;5 o más;Universitario;2 o más;0
4;2;1;1;2;39.99;Medio;Menos de 5;Bachillerato;2 o más;0
1;1;5;3;1;27.97;Alto;Menos de 5;Bachillerato;1 o ninguno;0
4;5;3;3;2;47.97;Medio;5 o más;Bachillerato;2 o más;0
1;5;5;3;1;38.08;Alto;Menos de 5;Bachillerato;2 o más;0
2;3;3;2;2;31.2;Medio;Menos de 5;Bachillerato;1 o ninguno;0
4;1;3;1;1;25.27;Alto;Menos de 5;Universitario;1 o ninguno;0
3;1;3;1;2;27.76;Medio;Menos de 5;Universitario;1 o ninguno;0
4;3;5;3;1;35.38;Medio;5 o más;Bachillerato;2 o más;0
4;5;1;2;2;34.65;Alto;Menos de 5;Universitario;1 o ninguno;0
2;1;5;2;2;40.07;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;2;5;1;2;31.83;Alto;5 o más;Universitario;2 o más;0
5;3;2;2;2;36.29;Medio;Menos de 5;Universitario;1 o ninguno;0
5;1;5;3;2;37.74;Alto;Menos de 5;Universitario;1 o ninguno;0
2;3;3;1;2;46.41;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;4;1;1;2;42.08;Medio;Menos de 5;Universitario;1 o ninguno;0
2;5;2;1;2;37.23;Medio;5 o más;Bachillerato;2 o más;0
1;3;2;1;2;36.62;Medio;5 o más;Universitario;1 o ninguno;0
3;4;2;1;1;49.58;Medio;Menos de 5;Universitario;1 o ninguno;0
1;5;1;1;2;32.57;Medio;5 o más;Bachillerato;2 o más;0
3;2;5;3;2;25.89;Medio;5 o más;Universitario;2 o más;0
4;4;2;1;2;30.41;Bajo;5 o más;Bachillerato;1 o ninguno;0
3;2;3;1;1;32.31;Alto;Menos de 5;Bachillerato;1 o ninguno;0
5;5;3;1;2;33.21;Medio;Menos de 5;Universitario;1 o ninguno;0
4;3;3;1;1;42.09;Medio;Menos de 5;Bachillerato;1 o ninguno;0
3;5;3;3;2;33.46;Medio;5 o más;Bachillerato;2 o más;0
4;4;1;1;1;25.19;Alto;5 o más;Universitario;2 o más;0
3;3;1;1;1;35.96;Medio;5 o más;Bachillerato;2 o más;0
5;5;2;3;1;23.66;Medio;5 o más;Universitario;2 o más;0
4;1;4;3;1;34.35;Medio;5 o más;Bachillerato;2 o más;0
3;1;1;1;2;45.27;Medio;5 o más;Universitario;1 o ninguno;0
4;5;2;1;2;33.31;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;2;5;1;2;31.29;Alto;5 o más;Universitario;2 o más;0
4;2;3;1;2;33.34;Medio;5 o más;Universitario;2 o más;0
3;3;2;2;1;42.18;Alto;5 o más;Universitario;1 o ninguno;0
2;4;1;3;1;47.19;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;4;1;1;2;39.93;Alto;5 o más;Bachillerato;2 o más;0
2;2;1;2;1;39.48;Medio;Menos de 5;Universitario;1 o ninguno;0
5;2;5;2;2;41.6;Medio;5 o más;Bachillerato;2 o más;0
5;3;2;3;2;32.17;Alto;Menos de 5;Universitario;1 o ninguno;0
3;4;3;1;2;34.09;Medio;5 o más;Bachillerato;2 o más;0
2;4;4;3;1;38.74;Alto;5 o más;Bachillerato;2 o más;0
5;3;2;3;2;36.03;Medio;Menos de 5;Bachillerato;1 o ninguno;0
1;1;1;3;1;45.83;Alto;5 o más;Bachillerato;2 o más;0
2;3;3;3;1;28.57;Alto;Menos de 5;Bachillerato;1 o ninguno;0
4;4;1;1;1;40.45;Alto;5 o más;Universitario;2 o más;0
5;4;5;1;1;32.23;Alto;5 o más;Universitario;2 o más;0
4;3;5;3;1;25.77;Medio;Menos de 5;Universitario;1 o ninguno;0
3;2;1;2;1;20.65;Alto;Menos de 5;Universitario;1 o ninguno;0
3;5;5;3;2;43.74;Alto;Menos de 5;Universitario;1 o ninguno;0
3;3;3;3;1;30.89;Medio;Menos de 5;Bachillerato;1 o ninguno;0
1;5;4;3;2;26.77;Alto;5 o más;Bachillerato;2 o más;0
4;5;1;3;2;45.17;Medio;Menos de 5;Universitario;1 o ninguno;0
4;1;5;3;1;38.38;Alto;Menos de 5;Universitario;1 o ninguno;0
3;2;1;2;2;48.2;Medio;5 o más;Universitario;2 o más;0
1;4;1;1;2;29.71;Alto;5 o más;Universitario;2 o más;0
1;2;2;2;2;41.66;Medio;Menos de 5;Universitario;1 o ninguno;0
4;3;4;3;2;29.81;Alto;Menos de 5;Universitario;1 o ninguno;0
2;1;3;2;2;45.57;Medio;5 o más;Bachillerato;2 o más;0
1;1;5;3;2;37.13;Alto;5 o más;Bachillerato;2 o más;0
5;3;3;1;1;32.5;Alto;Menos de 5;Bachillerato;2 o más;0
4;5;3;1;2;30.35;Alto;5 o más;Bachillerato;2 o más;0
2;3;4;2;1;41.91;Medio;5 o más;Universitario;1 o ninguno;0
2;2;2;1;2;37.06;Medio;Menos de 5;Universitario;1 o ninguno;0
4;2;2;2;1;28.41;Medio;5 o más;Universitario;1 o ninguno;0
4;4;4;3;1;24.17;Medio;5 o más;Universitario;2 o más;0
2;1;4;1;2;32.3;Alto;Menos de 5;Universitario;1 o ninguno;0
5;4;1;1;1;35.86;Medio;5 o más;Bachillerato;2 o más;0
4;5;4;1;1;24.2;Medio;Menos de 5;Universitario;2 o más;0
5;3;1;1;2;39.32;Alto;5 o más;Universitario;2 o más;0
1;4;1;1;2;37.19;Medio;Menos de 5;Universitario;1 o ninguno;0
4;5;5;2;2;46.52;Medio;Menos de 5;Bachillerato;2 o más;0
1;5;4;3;1;34.29;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;5;3;2;2;27.21;Medio;5 o más;Bachillerato;2 o más;0
3;2;1;1;1;39.22;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
1;3;1;2;2;32.82;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;5;1;1;2;22.77;Alto;5 o más;Bachillerato;1 o ninguno;0
3;1;3;3;1;42.35;Medio;5 o más;Universitario;2 o más;0
1;4;2;1;1;53.42;Alto;5 o más;Universitario;2 o más;0
5;5;4;3;1;46.02;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
1;5;1;3;1;23.05;Alto;Menos de 5;Universitario;1 o ninguno;0
1;4;5;1;1;44.46;Medio;Menos de 5;Universitario;1 o ninguno;0
1;1;3;3;2;24.31;Alto;5 o más;Bachillerato;1 o ninguno;0
1;3;5;2;2;42.8;Alto;5 o más;Universitario;2 o más;0
2;4;5;1;2;53.67;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
2;4;4;1;2;43.13;Alto;Menos de 5;Universitario;1 o ninguno;0
2;4;1;2;1;34.89;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
4;5;1;1;2;42.39;Bajo;5 o más;Bachillerato;2 o más;0
4;3;2;3;1;41.51;Alto;5 o más;Bachillerato;2 o más;0
5;1;4;2;1;34.81;Medio;5 o más;Universitario;2 o más;0
4;1;3;1;2;25.71;Alto;5 o más;Bachillerato;1 o ninguno;0
5;2;2;3;1;33.69;Medio;Menos de 5;Universitario;1 o ninguno;0
2;2;1;2;2;32.19;Alto;Menos de 5;Universitario;1 o ninguno;0
3;5;1;1;1;51.66;Medio;5 o más;Bachillerato;2 o más;0
5;4;4;1;1;37.89;Medio;Menos de 5;Universitario;1 o ninguno;0
5;3;1;3;1;34.21;Alto;5 o más;Universitario;2 o más;0
3;2;2;3;2;47.75;Alto;5 o más;Bachillerato;1 o ninguno;0
4;2;3;2;2;27.72;Bajo;5 o más;Bachillerato;2 o más;0
3;3;2;2;1;28.01;Alto;5 o más;Bachillerato;2 o más;0
4;1;2;3;1;25.93;Medio;Menos de 5;Universitario;1 o ninguno;0
5;2;4;2;2;44.34;Alto;Menos de 5;Universitario;1 o ninguno;0
2;5;2;1;1;29.22;Medio;5 o más;Universitario;2 o más;0
3;2;1;3;1;31.8;Alto;Menos de 5;Universitario;1 o ninguno;0
4;4;2;1;2;23.81;Medio;5 o más;Universitario;2 o más;0
4;4;2;3;2;29.08;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;4;5;1;2;37.98;Alto;Menos de 5;Universitario;1 o ninguno;0
1;4;2;3;1;30.99;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;2;3;3;2;52.69;Medio;5 o más;Universitario;2 o más;0
3;4;4;2;2;25.31;Medio;5 o más;Universitario;2 o más;0
5;4;4;1;1;26.03;Alto;5 o más;Universitario;1 o ninguno;0
3;5;5;2;1;23.69;Alto;5 o más;Bachillerato;2 o más;0
3;2;3;2;2;25.83;Alto;5 o más;Universitario;2 o más;0
3;5;2;2;2;23.62;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;4;4;3;1;31.82;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;4;3;1;2;40.44;Alto;5 o más;Bachillerato;2 o más;0
3;3;1;3;2;23.12;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;4;4;2;2;26.89;Alto;Menos de 5;Universitario;1 o ninguno;0
1;5;1;3;2;38.73;Alto;Menos de 5;Universitario;1 o ninguno;0
2;4;4;2;1;32.34;Medio;5 o más;Bachillerato;2 o más;0
2;4;5;2;1;42.19;Medio;Menos de 5;Universitario;1 o ninguno;0
5;2;3;1;2;41.94;Medio;Menos de 5;Universitario;1 o ninguno;0
2;4;4;2;2;31.34;Medio;5 o más;Universitario;2 o más;0
1;3;2;1;2;36.42;Alto;Menos de 5;Universitario;1 o ninguno;0
1;5;4;1;2;43;Alto;5 o más;Bachillerato;1 o ninguno;0
1;2;2;2;1;53.21;Alto;Menos de 5;Universitario;1 o ninguno;0
1;2;4;2;1;48.83;Medio;5 o más;Bachillerato;2 o más;0
5;1;5;1;2;33.19;Medio;5 o más;Universitario;2 o más;0
2;2;5;1;1;27.12;Medio;Menos de 5;Bachillerato;1 o ninguno;0
4;1;4;2;1;36.55;Alto;5 o más;Universitario;2 o más;0
4;3;3;2;2;28.78;Medio;Menos de 5;Universitario;1 o ninguno;0
2;3;1;3;1;60.8;Alto;Menos de 5;Universitario;1 o ninguno;0
3;3;3;2;1;44.5;Medio;5 o más;Bachillerato;2 o más;0
1;5;1;3;2;40.98;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;5;1;2;2;31.08;Medio;Menos de 5;Bachillerato;1 o ninguno;0
1;4;4;1;1;43.07;Medio;5 o más;Universitario;2 o más;0
5;5;4;2;1;41.3;Alto;Menos de 5;Universitario;1 o ninguno;0
5;2;5;2;2;38.47;Alto;5 o más;Universitario;2 o más;0
2;2;2;1;2;28.57;Bajo;5 o más;Bachillerato;2 o más;0
5;1;5;1;1;34.68;Medio;Menos de 5;Bachillerato;1 o ninguno;0
3;5;1;2;2;29.58;Medio;Menos de 5;Universitario;1 o ninguno;0
3;3;2;3;1;35.52;Medio;5 o más;Bachillerato;2 o más;0
3;2;5;1;2;43.52;Medio;5 o más;Universitario;2 o más;0
1;2;5;2;1;31.28;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;5;5;2;2;27.88;Medio;5 o más;Universitario;2 o más;0
3;5;3;2;2;22.73;Alto;Menos de 5;Universitario;1 o ninguno;0
3;3;1;3;1;42.5;Medio;5 o más;Universitario;1 o ninguno;0
4;1;2;3;1;34.86;Medio;5 o más;Universitario;2 o más;0
2;3;3;2;2;49.7;Alto;Menos de 5;Universitario;1 o ninguno;0
5;4;5;1;1;41.43;Medio;Menos de 5;Universitario;1 o ninguno;0
4;3;2;1;2;43.52;Medio;5 o más;Universitario;2 o más;0
2;4;2;2;2;40.12;Alto;5 o más;Universitario;2 o más;0
4;3;1;3;1;29.6;Medio;5 o más;Universitario;1 o ninguno;0
1;4;2;3;2;43.04;Alto;Menos de 5;Bachillerato;1 o ninguno;0
4;3;4;3;1;39.15;Medio;5 o más;Universitario;2 o más;0
1;3;2;1;1;37.49;Bajo;5 o más;Bachillerato;2 o más;0
5;1;2;3;1;40.97;Alto;5 o más;Universitario;2 o más;0
5;1;1;3;1;34.31;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;2;5;2;2;42.71;Alto;5 o más;Bachillerato;2 o más;0
1;2;2;1;1;40.13;Alto;5 o más;Bachillerato;2 o más;0
5;2;4;3;1;49.72;Medio;5 o más;Bachillerato;2 o más;0
5;5;5;1;2;40.93;Medio;Menos de 5;Bachillerato;1 o ninguno;0
3;3;4;2;1;45.48;Alto;Menos de 5;Universitario;1 o ninguno;0
2;4;2;3;2;21.68;Alto;Menos de 5;Universitario;1 o ninguno;0
3;1;3;2;2;38.42;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;3;4;2;1;41.7;Medio;5 o más;Universitario;2 o más;0
4;5;4;3;1;37.39;Bajo;5 o más;Universitario;2 o más;0
2;1;5;1;2;50.51;Alto;5 o más;Universitario;2 o más;0
5;4;5;1;2;35.77;Alto;5 o más;Universitario;2 o más;0
2;2;1;3;2;43.53;Medio;Menos de 5;Universitario;1 o ninguno;0
2;1;3;2;2;27.76;Medio;5 o más;Bachillerato;2 o más;0
2;2;5;3;1;34.2;Alto;Menos de 5;Universitario;1 o ninguno;0
5;5;2;3;2;59.23;Alto;5 o más;Universitario;2 o más;0
1;3;2;2;1;32.79;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;1;5;2;2;37;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;2;4;2;1;36.79;Alto;5 o más;Universitario;2 o más;0
4;5;2;1;2;34.18;Alto;5 o más;Universitario;2 o más;0
4;1;2;1;1;47.34;Bajo;5 o más;Universitario;2 o más;0
1;3;2;1;2;32.82;Bajo;5 o más;Universitario;2 o más;0
2;1;2;1;1;32.6;Medio;Menos de 5;Universitario;2 o más;0
5;2;4;2;2;28.08;Alto;5 o más;Bachillerato;2 o más;0
3;5;1;3;1;27.48;Alto;5 o más;Universitario;2 o más;0
1;1;2;1;1;34.24;Alto;Menos de 5;Universitario;1 o ninguno;0
1;5;2;1;2;50.17;Bajo;Menos de 5;Universitario;1 o ninguno;0
3;2;3;3;1;26.59;Bajo;5 o más;Bachillerato;2 o más;0
1;1;5;3;1;29.61;Alto;5 o más;Bachillerato;2 o más;0
4;3;4;3;1;26.73;Medio;5 o más;Universitario;2 o más;0
1;2;1;1;1;44.96;Medio;Menos de 5;Bachillerato;2 o más;0
5;4;4;3;2;36.23;Bajo;5 o más;Bachillerato;2 o más;0
4;2;1;1;2;27.77;Medio;Menos de 5;Bachillerato;1 o ninguno;0
4;5;5;1;2;23.31;Medio;Menos de 5;Universitario;1 o ninguno;0
4;3;1;2;2;44.86;Alto;5 o más;Bachillerato;1 o ninguno;0
5;2;1;2;1;33.31;Medio;5 o más;Bachillerato;2 o más;0
4;5;1;1;2;29.78;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;4;3;3;1;33.53;Alto;5 o más;Bachillerato;2 o más;0
1;1;2;2;2;41.39;Alto;Menos de 5;Universitario;2 o más;0
3;2;2;3;2;22.84;Alto;5 o más;Bachillerato;2 o más;0
3;4;1;2;2;24.13;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;4;1;2;2;25.05;Alto;5 o más;Bachillerato;2 o más;0
2;2;4;2;1;20.22;Bajo;Menos de 5;Universitario;1 o ninguno;0
4;1;4;3;2;45.03;Alto;5 o más;Bachillerato;1 o ninguno;0
4;2;2;2;2;28.61;Alto;5 o más;Bachillerato;2 o más;0
1;1;4;2;2;28.23;Medio;5 o más;Bachillerato;2 o más;0
4;2;3;1;1;33.8;Alto;5 o más;Bachillerato;2 o más;0
4;4;4;1;2;41.25;Alto;5 o más;Universitario;2 o más;0
5;3;5;3;1;43.44;Medio;5 o más;Bachillerato;2 o más;0
1;5;5;3;1;26.9;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;5;5;1;1;45.43;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;3;1;1;1;47.8;Bajo;Menos de 5;Universitario;1 o ninguno;0
4;1;1;2;2;42.85;Medio;Menos de 5;Universitario;1 o ninguno;0
2;3;3;1;2;35.76;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;3;4;1;2;29.17;Alto;5 o más;Universitario;2 o más;0
3;4;2;3;2;24.11;Alto;Menos de 5;Universitario;1 o ninguno;0
2;5;3;2;2;39.11;Medio;5 o más;Universitario;2 o más;0
4;2;1;3;1;48.91;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;3;2;1;2;47.86;Medio;5 o más;Bachillerato;2 o más;0
5;5;3;3;1;42.04;Medio;Menos de 5;Universitario;1 o ninguno;0
5;3;2;3;1;41.99;Alto;5 o más;Bachillerato;2 o más;0
5;1;1;3;1;28.64;Alto;5 o más;Bachillerato;2 o más;0
3;5;2;3;2;28.56;Alto;5 o más;Bachillerato;2 o más;0
3;5;2;3;1;45.55;Medio;Menos de 5;Universitario;1 o ninguno;0
3;3;3;1;1;30.78;Alto;5 o más;Bachillerato;2 o más;0
4;2;2;3;2;28.19;Alto;5 o más;Bachillerato;2 o más;0
2;3;4;1;2;32.83;Alto;5 o más;Bachillerato;2 o más;0
5;4;2;3;2;40.62;Alto;5 o más;Bachillerato;2 o más;0
4;3;2;1;1;25.01;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;1;2;1;2;34.97;Alto;Menos de 5;Universitario;1 o ninguno;0
4;5;1;2;2;30.86;Medio;5 o más;Bachillerato;2 o más;0
5;1;3;1;1;43.09;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;1;3;3;1;38.98;Medio;Menos de 5;Bachillerato;1 o ninguno;0
3;4;5;2;2;21.92;Alto;Menos de 5;Universitario;1 o ninguno;0
4;1;4;2;1;29.28;Medio;5 o más;Bachillerato;2 o más;0
3;1;4;3;1;44.11;Alto;Menos de 5;Universitario;2 o más;0
3;1;2;1;1;26.07;Alto;5 o más;Universitario;2 o más;0
4;1;4;1;1;39.7;Medio;Menos de 5;Universitario;1 o ninguno;0
1;5;2;1;2;30.63;Alto;5 o más;Universitario;2 o más;0
3;1;1;1;2;42.73;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;1;3;3;1;35.72;Medio;5 o más;Bachillerato;2 o más;0
4;2;4;1;2;30.48;Medio;5 o más;Bachillerato;1 o ninguno;0
2;5;4;3;2;22.52;Alto;5 o más;Universitario;2 o más;0
5;4;4;3;1;36.5;Medio;5 o más;Bachillerato;2 o más;0
3;1;4;1;2;34.43;Medio;Menos de 5;Universitario;1 o ninguno;0
1;2;2;1;2;45.3;Medio;Menos de 5;Universitario;1 o ninguno;0
2;4;1;1;1;39.91;Medio;5 o más;Universitario;2 o más;0
4;3;2;3;1;35.14;Medio;Menos de 5;Universitario;1 o ninguno;0
5;2;1;2;1;42.97;Alto;Menos de 5;Universitario;1 o ninguno;0
4;4;4;1;1;58.36;Medio;5 o más;Bachillerato;2 o más;0
1;4;4;1;1;35.18;Medio;5 o más;Universitario;2 o más;0
1;4;4;2;2;31.64;Medio;5 o más;Bachillerato;2 o más;0
5;2;4;3;2;36.9;Alto;5 o más;Bachillerato;2 o más;0
1;1;2;3;2;42.83;Alto;5 o más;Universitario;2 o más;0
2;2;5;3;2;39.84;Alto;Menos de 5;Universitario;1 o ninguno;0
5;4;3;2;2;26.28;Alto;Menos de 5;Universitario;1 o ninguno;0
2;5;5;1;1;34.11;Medio;Menos de 5;Universitario;1 o ninguno;0
3;4;5;3;1;49.11;Medio;5 o más;Bachillerato;2 o más;0
2;4;3;1;1;50.14;Alto;5 o más;Bachillerato;1 o ninguno;0
5;3;5;3;1;27.7;Alto;5 o más;Universitario;1 o ninguno;0
1;3;1;2;1;46.03;Medio;5 o más;Universitario;2 o más;0
5;2;3;3;1;34.95;Alto;5 o más;Bachillerato;2 o más;0
4;4;4;3;2;33.17;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;1;5;1;1;32.53;Medio;Menos de 5;Universitario;1 o ninguno;0
4;2;3;3;1;23.6;Medio;Menos de 5;Bachillerato;2 o más;0
1;3;1;2;2;33.5;Alto;5 o más;Bachillerato;2 o más;0
5;1;5;2;1;37.83;Medio;5 o más;Bachillerato;2 o más;0
5;5;2;2;2;37.54;Alto;Menos de 5;Bachillerato;1 o ninguno;0
4;2;3;3;1;21.61;Alto;5 o más;Bachillerato;2 o más;0
2;1;4;3;1;28.3;Alto;Menos de 5;Bachillerato;1 o ninguno;0
5;5;5;3;1;50.41;Medio;Menos de 5;Universitario;1 o ninguno;0
5;2;4;3;1;22.69;Alto;Menos de 5;Universitario;1 o ninguno;0
5;1;2;2;1;43.3;Alto;Menos de 5;Bachillerato;2 o más;0
1;5;4;2;1;42.54;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;1;3;2;1;32.69;Alto;Menos de 5;Bachillerato;1 o ninguno;0
5;3;3;1;2;54.58;Alto;Menos de 5;Universitario;1 o ninguno;0
3;4;1;2;2;21.28;Medio;Menos de 5;Universitario;1 o ninguno;0
4;3;3;1;2;31.95;Alto;Menos de 5;Bachillerato;1 o ninguno;0
4;4;5;3;2;23.82;Alto;5 o más;Universitario;2 o más;0
4;4;1;1;1;28.98;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
3;4;4;1;2;21.83;Alto;Menos de 5;Universitario;1 o ninguno;0
4;5;3;3;1;26.76;Medio;Menos de 5;Universitario;1 o ninguno;0
3;1;5;1;1;39.18;Alto;5 o más;Bachillerato;2 o más;0
5;1;3;2;2;27.99;Alto;5 o más;Universitario;2 o más;0
